longitude,latitude,CWP_NAME,STATE_WATER_BODY_NAME
-87.353833,38.334583,OAKLAND CITY WWTP,PATOKA R VIA SHY DITCH
-80.244722,25.880833,AMSA 47 G,
-122.913,47.8105,QUILCENE NATIONAL FISH HATCHERY,BIG QUILCENE RIVER
-94.410194,30.767417,CITY OF WOODVILLE SOUTH PLANT,608
-95.642739,44.068384,CURRIE,DES MOINES R W FK
-122.793752,48.979059,LIGHTHOUSE POINT WATER RECLAMATION FACILITY,
-75.4225,40.038611,USPS SOUTHEASTERN VEHICLE MAINTENENCE FAC,Unnamed Tributary To Trout Creek
-92.419417,32.629295,"DOWNSVILLE, VILLAGE OF - WWTP",CYPRESS CREEK-LAKE D'ARBONNE
-90.2985,37.564778,FREDERICKTOWN WWTF,SALINE CREEK
-96.930806,31.257667,"MARLIN, CITY OF WWTP",BRAZOS RIVER SEG NO. 1242
-77.267417,42.880611,CANANDAIGUA (C) STP,FEEDER CANAL
-92.0284,34.9532,CABOT WASTEWATER TREATMENT FACILITY,"TRIB, BU TWO PRAIRIE,BU METO,ARKANSAS R"
-96.794028,33.331972,CITY OF CELINA WWTP,"UNNAMED TRIB, LITTLE ELM CREEK, LEW"
-98.577778,29.3605,KELLY AIR FORCE BASE GW WWTP,LOWER LEON CREEK
-104.983333,40.666667,WELLINGTON WWTF,BOXELDER CREEK
-99.524089,34.259943,CITY OF CHILLICOTHE WWTF,UNNAMED DITCH/WANDERERS CREEK
-95.133778,39.987639,OREGON WWTF,Mill Cr.
-97.351905,32.497083,JOHNSON COUNTY  SPECIAL UTILITY DISTRICT WWTP,VILLAGE CREEK; LAKE ARLINTON
-82.332951,35.904813,BURNSVILLE WWTP,
-79.018611,38.018611,STUARTS DRAFT WWTP,SOUTH RIVER
-95.573,29.546889,STEEP BANK FLAT BANK CREEK WWT,"STEEP BANK CREEK, UPPER OYSTER CREE"
-94.177083,39.144333,BUCKNER WWTP,Fire Prairie Cr.
-77.010556,38.558889,COLLEGE OF SOUTHERN MARYLAND,PORT TOBACCO CREEK
-91.01222,41.58287,WILTON CITY OF STP,
-94.314444,41.5175,STUART CITY OF STP,
-86.866889,34.703361,MORRESVILLE WWTP,LIMESTONE CREEK
-89.63748,39.174242,"LITCHFIELD STP, CITY OF",UNMD TRIB OF WEST FK OF SHOAL CREEK
-98.627722,29.677556,CAMP STANLEY STORAGE ACTIVITY,UNNAMED TRIBUTARY OF UPPER LEON CRK
-93.431889,38.778278,LA MONTE NORTHWEST LAGOON,Trib. to S. Fk. Blackwater R.
-95.683833,29.811889,ADDICKS UD WWTP,"HCFCDD U101-20-00, SOUTH MAYDE CREE"
-90.149935,38.334018,CITY OF WATERLOO STP,UNNAMED TRIB OF GERHARDT CREEK
-69.651194,43.835389,SQUIRREL ISLAND VILLAGE CORP.,BOOTHBAY HARBOR
-95.752722,30.175472,CLOVER CREEK MUD  WWTP,SAN JACINTO RIVER BASIN
-95.165237,29.971665,WEST LAKE HOUSTON WWTF,"S FORK OF HARMON BAYOU, LAKE HOUSTO"
-75.9989,37.8281,TANGIER TOWN,CHESAPEAKE BAY
-82.293333,36.921111,ST PAUL APPAREL INCORPORATED S,LICK CREEK
-77.5264,37.1364,SOUTHSIDE ELEMENTARY SCHOOL,GRAVELLY RUN
-95.408549,30.216325,UNKNOWN,WEST FORK SAN JACINTO RIVER
-94.202389,30.369917,NORTH PLANT WWTF,UNNAMED TRIB MILL CREEK-ICEHOUSE BR
-85.344639,34.459167,"SUMMERVILLE, CITY OF (WPCP)",CHATTOOGA RV-OCONEE RB
-94.589167,37.0325,JOPLIN SHOAL CREEK,Shoal Cr.
-94.576569,38.959019,"USDOE, KANSAS CITY PLANT",Blue R.
-84.145222,31.564389,CITY OF ALBANY,FLINT RB
-92.808209,39.428158,SALISBURY WASTEWATER TREATMENT PLANT,Chariton R.
-94.432417,40.477972,GRANT CITY W SANITARY LAGOON,Marlowe Cr.
-91.39023,41.06241,MOUNT UNION CITY OF (RUSS),
-93.802766,37.522327,"USACE, RUARK NORTHEAST PARK",Stockton Lake
-111.19464,47.509607,TRANS TEL CENTRAL INC - MALMSTROM AFB ITS,MISSOURI RIVER
-122.365556,48.241667,STANWOOD STP,
-123.298846,46.580248,PE ELL STP,
-121.8927,45.69047,STEVENSON STP,
-122.415475,48.043277,LANGLEY STP,
-122.247182,47.969703,MARYSVILLE STP,
-122.362788,38.394112,YOUNTVILLE-CA VETERANS HOME JOINT WWRF,Napa River
-90.0517,41.1633,"GALVA SOUTHWEST STP, CITY OF",MUD RUN CK-WALNUT CK-SPOON RVR
-88.621667,38.956667,"MASON STP, TOWN OF",UNNAMED TRIB OF SECOND CREEK
-80.315556,27.4575,"FORT PIERCE, CITY OF - FORT PIERCE UTILITY AUTHORITY WWTF","INDIAN RV, Atlantic Ocean, Class III M, WBID5003AD"
-75.877861,43.062806,CHITTENANGO (V) STP,CHITTENANGO CK
-92.483722,45.587833,LUCK WASTEWATER TREATMENT FACI,TRADE R S FORK V
-90.141944,36.460806,"ST. FRANCIS, CITY OF",ST FRANCIS R
-81.26543,38.060709,PAGE-KINCAID PSD,LOOP CREEK/BEARDS FORK
-82.293463,37.673202,WILLIAMSON CITY OF,TUG FK
-105.635556,36.387222,TOWN OF TAOS WWTP,ARROYO DE LA GUERA RIO PUEBLO DE TA
-78.930556,39.655556,FROSTBURG COMBINED SEWER OVERF,POTOMAC RIVER - ALLEGHANY COUNTY
-82.992278,40.563833,RIVER BEND RESORT,Olentangy River
-81.686167,30.205194,JACKSONVILLE NAVAL AIR STATION,
-95.2175,33.194556,CITY OF MOUNT VERNON WWTP,302
-87.074389,38.100611,GENTRYVILLE WWTP,LITTLE PIGEON CREEK TO OHIO RIVER
-86.999,40.180472,NEW RICHMOND MUNICIPAL WWTP,COAL CR (N FK)
-93.189222,38.667722,SEDALIA SOUTHEAST WWTP,Flat Cr.
-89.45441,39.42535,"MORRISONVILLE STP, VILLAGE OF",UNNAMED TRIB TO BEAR CREEK
-81.35784,29.969399,CUSTOMS & BORDER PATROL GENERA,
-90.934111,38.96575,"TROY, SOUTHEAST WWTF",Cuivre R.
-94.097222,41.844444,PERRY CITY OF STP,
-79.851169,39.659247,MONT CHATEAU RESEARCH CENTER,MC
-85.63125,30.12511,BAY COUNTY BOARD OF COUNTY COMMISSIONERS - BAY COUNTY WWTP/ MILITARY POINT AERAT,ST ANDREW BAY
-81.523941,40.770477,MASSILLON WWTP,Tuscarawas River
-82.609278,40.882389,RICHLAND CO COUNTRY MEADOWS ST,LEATHERWOOD CREEK
-83.183306,39.854694,DARBYDALE WWTP,TRIBUTARY TO BIG DARBY CREEK
-91.997363,34.605565,"KEO, CITY OF","TRIB,NORTH BU,PLUM BU,ARKANSAS R"
-97.327,47.5029,MAYVILLE WTP,Goose
-74.641824,40.460661,SLEEPY HOLLOW STP,PIKE BROOK
-98.680637,46.882499,ND STATE HOSPITAL,Upper James
-78.958684,41.830153,ALLEGHENY NAT FOREST - DEWDROP CAMPGROUND,Allegheny River
-98.248067,29.554951,ODO J. RIEDEL REGIONAL WWTP,MID CIBOLO CREEK
-73.9425,41.042306,ROCKLAND CO SD#1 STP,HUDSON R
-84.19175,32.374667,IDEAL (CITY OF) WPCP,
-96.693778,35.466778,"PRAGUE, CITY OF",520510 Shan Creek/N Canadian River
-99.29125,29.320194,MEDINA COUNTY WCID 2 WWTF,SECO CREEK
-81.3278,41.6049,HICKORY HILLS WWTP,East Branch Chagrin
-80.010882,38.000424,LAKE SHERWOOD REC. AREA,MEADOW CK/ANTHONY CK/GREENBRIER RV/
-91.869556,37.705472,EDGAR SPRINGS WWTF,Corn Cr.
-83.081944,36.909444,CLOSPLINT AREA WWTP,CLOVER FORK OF THE CUMBERLAND RIVER
-101.653389,44.035861,PHILIP - CITY OF,Bad River
-95.4611,43.4611,HARRIS CITY OF STP,
-94.9578,42.7806,"ALBERT CITY, CITY OF STP",
-93.60805,42.9991,KLEMME CITY OF STP,
-85.341234,40.825752,MARKLE WWTP,WABASH RIVER
-83.37261,39.94888,MADISON CO SEWER DIST NO 1,Glade Run
-120.936972,38.940611,SLIGER MINE,"MIDDLE FORK, AMERICAN RIVER"
-107.306389,38.035278,LAKE CITY WWTF,GUNNISON RIVER
-88.271667,39.785278,TUSCOLA - SOUTHSIDE STP,SCATTERING FORK CREEK
-89.009444,41.35,VILLAGE OF NORTH UTICA STP,ILLINOIS RIVER
-89.5017,40.6617,MORTON - STP 3,ACKERMAN CREEK
-108.95625,45.485556,JOLIET WWTP,ROCK CREEK
-95.693931,33.382095,CITY OF COOPER - WWTP,"CANNON CREEK, COOPER LAKE"
-81.77499,41.34789,NORTH ROYALTON WWTP B,Baldwin Creek
-81.528889,39.906384,ODOT PARK NO 5-30,Unnamed Tributary to Seneca Fork
-90.340778,35.617917,"LEPANTO, CITY OF - ARKANSAS SEWAGE TREATMENT FACILITY","LEFT HAND CHUTE,LITTLE RIV,ST FRANCIS RIV"
-104.837197,39.863875,US ARMY - ROCKY MTN ARSENAL,FIRST CREEK
-78.954647,39.447987,KEYSER CITY OF,NORTH BRANCH OF POTOMAC RIVER
-81.238056,37.705,SOPHIA TOWN OF,PINEY CREEK
-81.898456,38.52759,TOWN OF WINFIELD,KANAWHA RIVER
-86.332707,39.7637,HENDRICKS COUNTY RSD,OR/W FK WHITE/WHITE LICK CR/AVON CR
-99.468639,27.596667,N LAREDO WWTP,"UNNAMED TRIB OF MANADAS CREEK, MANA"
-97.593222,35.254611,NEWCASTLE PUBLIC WORKS AUTH.,520610 Tim's Ck/Pond Ck/S Canadian
-70.884776,42.840211,SALISBURY W W T F,TIDAL CREEK TO MERRIMACK RIVER
-77.5861,35.4778,MAURY SANITARY LAND DISTRICT WWTP,
-79.741639,36.476583,MEBANE BRIDGE WWTP,
-95.052,45.121,KANDIYOHI,LK WAGONGA VIA CD 23A VIA EXT C
-90.63,37.584139,ARCADIA WEST LAGOON,Stouts Cr.
-107.631528,37.104167,SOUTHERN UTE INDIAN TRIBE,ROCK CREEK TO LOS PINOS RIVER
-95.204361,29.788833,HARRIS COUNTY WWTF,GREENS BAYOU DISCHARGE
-72.902505,41.282563,NEW HAVEN EAST SHORE STP,NEW HAVEN HARBOR
-96.919417,29.677444,BABYLON LANE WWTF,UNNMD TRIB OF W NAVIDAD RIVER/W N R
-111.158889,47.370278,TOWN OF STOCKETT WWTP,COTTONWOOD CREEK
-77.449594,37.945165,CAROLINE COUNTY REGIONAL WATEW,POLECAT CREEK
-77.32842,38.29392,OAKLAND PARK SEWAGE TREATMENT,MUDDY CREEK
-117.886028,47.673829,REARDAN STP,
-77.530278,39.229167,VICA,CLARK'S RUN-POTOMAC BASIN
-77.61694,39.1906,WATERFORD SEWAGE TREATMENT PLA,SO FORK CATOCTIN CREEK
-77.049444,37.639722,MOUNT OLIVE WASTEWATER TREATME,MALLORY CREEK
-77.656306,42.30925,HORNELL (C) WPCP,CANISTEO R
-114.905528,47.195667,SUPERIOR WWTF,CLARK FORK RIVER
-82.623611,38.474722,ASHLAND STP,OHIO RIVER
-84.358444,39.144944,WALTON CREEK CONDOS WWTP,Walton Creek
-92.243257,39.043935,"BCSD, HILLVIEW ACRES SUBDIVISION",Hinkson Cr.
-100.79482,46.3922,SOLEN CITY OF,Lower Cannonball
-101.706667,45.938056,TOWN OF MORRISTOWN,HAY CREEK TO GRAND RIVER
-74.469556,40.666639,WARREN STAGE I-II STP,PASSAIC RIVER
-74.706548,40.355385,PRETTY BROOK STP,STONY BROOK
-82.842167,32.990611,CITY OF SANDERSVILLE WPCP,
-122.323194,47.911165,MUKILTEO WATER AND WASTEWATER DISTRICT WWTP,
-87.221306,30.407729,MAIN STREET A.W.W.T. STP,PENSACOLA BAY
-82.53249,39.90625,MILLERSPORT STP,feeder creek to Buckeye Lake
-82.35667,41.42037,VERMILION WPCF,Vermilion River
-95.022139,29.649389,LITTLE CEDAR BAYOU WWTP,LITTLE CEDAR BAY
-74.206639,41.498444,MAYBROOK (V) STP,OTTER KILL TR
-93.956361,36.524139,SELIGMAN WWTF,Big Sugar Cr.
-95.789616,29.8237,HARRIS COUNTY MUD 432 WWTP,"UNNAMED DITCH; HCFCD U1010800, S MA"
-66.374059,18.331618,PRASA UNIBON COMMUNITY WWTP,UNIBON RIVER
-103.625528,44.468028,WHITEWOOD - CITY OF,WHITEWOOD CREEK
-93.924333,29.872972,CITY OF PORT ARTHUR,SABINE-NECHES CANAL TIDAL
-73.885083,40.803694,NYCDEP - HUNT'S POINT WPCP,UPPER EAST R
-86.978066,37.259202,TVA PARADISE FOSSIL PLANT,GREEN RIVER / JACOBS CRK
-75.783807,40.527873,KUTZTOWN BOROUGH WWTP,Sacony Creek
-94.930131,35.262097,KEOTA PWA,220200020020 Robert S. Kerr Lake
-97.0665,36.676056,"PONCA CITY, CITY OF",621200 Arkansas River
-86.529722,30.654444,"DUKE FIELD, CONSTRUCT K-SPAN B",
-80.744889,39.968361,SHADYSIDE STP,OHIO RIVER
-90.992343,36.042571,"HOXIE, CITY OF","TRIB,TURKEY CR,VILLAGE CR,WHITE R"
-81.14778,40.92971,STARK COUNTY VILLAGE GREEN ALLOT STP,Beech Creek
-95.079667,40.281778,SKIDMORE WWTF,Nodaway R.
-80.3517,39.3067,ANMOORE TOWN OF,NA
-87.353056,35.241667,LAWRENCEBURG UTILITY SYSTEMS,SHOAL CREEK MI 55.4
-83.932777,35.944442,KNOXVILLE-KUWAHEE STP,TENNESSEE RIVER( FORT LOUDON LAKE)
-79.9433,37.1175,BOONES MILL TOWN - SEWAGE TREA,MAGGODEE CREEK
-93.55782,41.57364,DES MOINES METROPOLITAN WRF,
-122.36121,47.49036,SALMON CREEK WWTP,
-92.703333,43.721667,DEXTER,ROOT R N BR VIA UNN STREAM
-105.397778,45.449444,TOWN OF BROADUS WWTF,POWDER RIVER
-112.284975,40.674416,LAKEPOINT IMPROV DIST,DITCH TO GREAT SALT LAKE
-95.227694,29.848278,GREENWOOD UD - WWTP,GREENS BAYOU ABOVE TIDAL
-102.62927,41.13952,LODGEPOLE WASTEWATER TREATMENT FACILITY,LODGEPOLE CREEK
-80.2678,39.4506,GREATER MARION PSD,West Fork River
-95.432694,29.704667,SOUTHSIDE PLACE WWTF,"HCFCDD D111-00-00, BRAYS BAYOU TIDA"
-95.919375,46.977527,CALLAWAY,BUFFALO R VIA UNNAMED DT
-122.034009,36.963246,SANTA CRUZ WWTP,Pacific Ocean
-90.732584,35.859444,"JONESBORO, CITY WATER AND LIGHT (CWL) - WESTSIDE WWTP","UNNAMED TRIB,BIG CR,BU DEVIEW,CACHE RIVER"
-91.247778,36.232778,"RAVENDEN, CITY OF","TRIB,SPRING RV,BLACK RV"
-86.951528,38.311972,HUNTINGBURG MUNICIPAL WWTP,PATOKA R VIA HUNLEY CREEK TRIB
-95.427972,29.969639,HARRIS CO MUD 200 WWTP,PIPELINE TO N TRIBUTARTY OF GREENS
-81.271389,32.111667,POOLER/BLOOMINGDALE REG WPCP,HARDIN CANAL-OGEECHEE RB
-95.035206,45.108996,WILLMAR WWTF,HAWK CR VIA CO DT 46 & CO DT 19
-85.525,30.049444,TYNDALL AFB DRONE RUNWAY EXTEN,
-81.419722,30.320278,NEPTUNE BEACH WWTF,"St Johns R, Class III Marine, WBID 2213A"
-95.396722,40.332667,FAIRFAX LAGOONS,Tarkio R.
-122.235242,37.780478,OAKLAND-WET WTHR SEWER BYPASS,CENTRAL BAY
-103.6225,40.298889,BRUSH CITY OF,SOUTH PLATTE RIVER
-104.709167,38.834722,CHEROKEE METROPOLITAN DISTRICT,EAST FORK OF SAND CREEK
-74.075975,40.663436,MILITARY OCEAN TERMINAL,UPPER NY BAY
-90.398389,37.777417,FARMINGTON E WWTP,Trib. to Wolf Cr.
-80.760641,39.949796,GLEN DALE CITY OF,OHIO RIVER
-80.792883,39.298694,WEST UNION TOWN OF,Unnamed Tributary/Middle Island Cre
-79.553049,35.479345,ROBBINS WWTP,
-90.312028,32.555861,FLORA POTW,BIG BLACK RIVER
-111.261912,38.291425,CAPITOL REEF NATIONAL PARK,Fremont River
-82.459444,28.056111,TAMPA VEHICLE MAINTENANCE FACI,
-82.746306,27.964333,USPS CLEARWATER AUXILIARY VMF,
-82.1642,35.6414,TOWN OF OLD FORT WWTP,
-82.59824,41.30084,MILAN WWTP,HURON RIVER
-84.027167,34.124444,BUFORD WESTSIDE WPCP,
-94.627111,39.359528,"PCRSD, SOUTH GALE WWTF",Second Cr.
-97.80125,36.376139,"ENID, CITY OF",620910030170_10 Skeleton Creek/Cimarron R
-90.95,35.861611,EGYPT SEWER SYSTEM,"W CACHE RV DIT,CACHE RV,WHITE RV"
-91.056056,35.649667,"GRUBBS, CITY OF","CACHE RIVER,WHITE RIVER"
-87.1529,32.9268,CENTERVILLE BRENT LAGOON,CAHABA RIVER
-121.1468,45.4292,DUFUR  STP,FIFTEEN MILE CREEK
-121.32,45.66,MOSIER  STP,COLUMBIA RIVER (RM 174.5)
-85.4863,31.8851,CLAYTON TOWN OF WWTP,PEA CREEK
-122.652298,45.423633,OAK LODGE SANITARY DISTRICT,WILLAMETTE RIVER
-80.639628,28.117848,MELBOURNE VEHICLE MAINTENANCE,
-84.42,37.408056,BRODHEAD WWTP,DIX RIVER
-92.52002,44.57042,RED WING WWTP,MISS R
-85.146389,36.869444,WOLF CREEK NATL FISH HATCHERY,HATCHERY CRK / CUMBERLAND RIVER
-81.7583,38.3667,WEST DUNBAR PSD,KANAWHA RIVER
-79.706111,34.615,BENNETTSVILLE WWTF,CROOKED CREEK-PEE DEE RIVER
-121.631,45.7643,WILLARD NATL FISH HATCHERY,LITTLE WHITE SALMON RIVER
-121.640074,45.722063,"INTERIOR, FISH & WILDLIFE",LITTLE WHITE SALMON RIVER
-83.141889,41.606028,FENWICK MARINA,TURTLE CREEK
-93.50113,43.89391,NEW RICHLAND,
-91.272528,43.686972,BROWNSVILLE,MISS R
-95.969306,28.631306,BEACH ROAD MUD - WWTP,COLORADO RIVER
-124.079833,40.032722,SHELTER COVE WWTF,PACIFIC OCEAN
-88.147778,42.259444,WAUCONDA WWTF,FIDDLE CREEK TRIB TO FOX RIVER
-81.408333,30.379444,NS MAYPORT PPV HOUSING - BENNE,
-90.84,41.843333,WHEATLAND CITY OF STP,
-94.473,39.11325,"INDEPENDENCE, CITY OF",ROCK CREEK
-81.614278,32.765944,CITY OF SYLVANIA WPCP,BUCK CR of Savannah RB
-72.083687,41.353987,"GROTON WPCA , CITY OF",THAMES RIVER
-91.426083,35.653639,CITY OF NEWARK,WHITE RV
-97.078361,35.428556,MCLOUD PWA,520510000110_20  N. Canadian R.
-81.33761,41.32486,AURORA CENTRAL WWTP,Chagrin River
-81.59457,41.29332,ECHO HILLS WWTP,Cuyahoga River
-98.378889,34.522944,"LAWTON, CITY OF",311300 Nine Mile Ck/E Cache Ck/Red R
-92.484158,35.581578,CLINTON WEST WW TREATMENT FACILITY,"TRIB,S FK LTL RED R,GREERS FERRY LK, LTL RED R"
-86.812583,38.441194,PATOKA LAKE REGIONAL WATER & SEWER DISTRICT,PATOKA RIVER/WABASH RIVER
-78.754917,42.877,ERIE CO SD#1 SANITARY OVERFLOW,SLATE BOTTOM CK
-103.837424,44.697206,BELLE FOURCHE - CITY OF,UNNAMED DRAIN CROW CREEK
-79.84755,40.530346,ALLEGHENY VALLEY JSA WTP,ALLEGHENY RIVER
-90.474825,35.289809,"EARLE, CITY OF-WATER WORKS","TYRONZA RV,ST FRANCIS RV"
-114.214167,48.356111,COLUMBIA FALLS WWTP,FLATHEAD RIVER
-76.057222,38.564167,CAMBRIDGE WWTP,CHOPTANK RIVER
-94.100028,39.772056,KIDDER WWT LAGOON,Sheep Cr.
-92.22552,38.96649,"BCSD, SHAW WWTF",N. Fk. Grindstone Cr.
-76.094056,40.077389,EARL TWP SEWER AUTH,MILL CREEK
-77.991667,37.367222,AMELIA COURTHOUSE SANITARY DIS,NIBBS CREEK
-95.135194,29.878556,ROLLING HILLS WWTP,HCFCD G103-12-01/HCFCD G103-12-00
-115.080833,48.890556,EUREKA SEWAGE TREATMENT,TOBACCO RIVER
-96.133417,31.353417,CITY OF JEWETT WWTP,"LOWER KEECHI CREEK, TRINITY RIVER A"
-80.70604,40.89651,COLUMBIANA WWTP,Mill Creek
-79.058139,42.355972,SOUTH DAYTON (V) WWTP,CONNEWANGO CL WB
-75.005169,39.870392,WOODCREST STP,COOPER R.
-74.7259,40.2485,EWING-LAWRENCE SA WTP,ASSUNPINK CREEK
-132.501667,55.355,POLK INLET,SKOWL ARM 16
-133.593889,55.796667,PORT ALICE,DAVIDSON INLET 8
-133.621111,56.301944,LABOUCHERE BAY,SUMNER STRAIT 54
-80.786111,35.772222,STATESVILLE-4TH CREEK WWTP,
-97.539583,30.54025,HUTTO WWTP,"COTTONWOOD CREEK, BRUSHY CREEK"
-100.213889,34.855556,UNKNOWN,207
-96.44282,33.048036,LAVONIA PARK WWTP,LAKE LAVON
-97.184167,33.004556,TROPHY CLUB MUD 1,MARSHALL CREEK
-97.395889,28.661583,CITY OF GOLIAD WWTP,"UNNAMED TRIB, LOWER SAN ANTONIO RIV"
-83.02121,42.53198,WARREN WASTEWATER TREATMENT PL,RED RUN
-98.70957,47.85528,WARWICK CITY OF,Devils Lake
-97.812081,46.680139,NOME CITY OF,Maple
-101.29523,47.82314,MAX CITY OF,Lake Sakakawea
-96.93898,46.55349,WALCOTT CITY OF,Western Wild Rice
-123.625,47.166972,WESTERN FEDERAL LANDS HWY DIVI,
-93.2072,42.9708,"ROCKWELL CITY, CITY OF STP",
-93.096639,37.004472,SPARTA WWTF,Finley Cr.
-94.390917,36.5875,PINEVILLE WWTF,Elk R.
-90.86056,41.90722,"TORONTO, CITY OF-STP",
-97.103333,31.505833,UNKNOWN,1202
-69.533611,44.032222,GREAT SALT BAY WWTF,Damariscotta River
-89.373333,40.795833,"METAMORA STP, VILLAGE OF",UNNAMED TRIB OF PARTRIDGE CREEK
-94.43919,45.61995,AVON,SPUNK CR
-106.0947,40.0749,"HOT SULPHUR SPRINGS, TOWN OF",
-117.370039,33.180204,OCEANSIDE OCEAN OUTFALL,PACIFIC OCEAN
-88.458333,39.316389,"NEOGA STP, CITY OF",UNNAMED TRIB OF COPPERAS CREEK
-108.891111,45.622222,PARK CITY - COUNTY WWTF,KEEFER DRAINAGE DITCH
-75.080174,39.895669,OAKLYN STP,DELAWARE R.
-109.067344,40.585407,USFW--JONES HOLE FISH HATCHERY,JONES HOLE CREEK
-94.739556,33.175389,CITY OF OMAHA,UNNAMED TRIBUTARY; OKRY CREEK
-92.236528,38.993472,"BCRSD, EL REY HEIGHTS SUBD. WWTF",Hinkson Cr.
-78.508889,42.908333,ALDEN (V) WWTP,ELLICOTT CK
-79.69319,36.10794,T.Z. OSBORNE WWTP,
-81.637722,30.403722,NAVY FUEL DEPOT,
-82.377056,40.965806,SAVANNAH WWTP,Vermilion River
-79.368075,36.045693,GRAHAM WWTP,
-95.407139,29.628556,CITY OF HOUSTON,SIMS BAY
-89.28,39.765,MOUNT AUBURN WTP,Sangamon River
-76.453331,37.210364,PLAINS MARKETING LP YORKTOWN,YORK RIVER
-93.19307,42.78083,TERRACE HILL SANITARY DISTRICT STP,
-78.839194,39.563111,FACILITIES RESTORATION-BUILDIN,North Branch Potomac River
-94.4953,41.6578,GUTHRIE CENTER CITY OF STP,
-105.640556,39.809722,ST. MARYS GLACIER WSD,Silver Creek
-105.094444,40.278333,RIVERGLEN HOA WWTF,LITTLE THOMPSON RIVER
-88.858333,39.243333,"COWDEN STP, VILLAGE OF",UNNAMED TRIB OF KASKASKIA RIVER
-89.871389,38.726944,"TROY STP, CITY OF",TROY CK-WENDEL BR-SILVER CK-KSKSKIA
-97.724889,44.169889,"CARTHAGE, CITY OF",REDSTONE CREEK
-92.93925,39.424889,KEYTESVILLE WWTF,Mussel Fork Cr.
-83.722722,33.505222,"MANSFIELD, TOWN OF",PITTMAN CR TRIB/MURDER CRK/LITTL RV-OCONEE RB
-80.893432,38.302886,SUMMERSVILLE LAKE OFFICE,K
-97.918224,35.036813,CHICKASHA MUNICIPAL AUTHORITY,310820010010_00 Washita River/Lake Texoma
-79.501704,40.215071,MOUNT PLEASANT TWP - CENTURY FARMS STP,SEWICKLEY CREEK
-78.741667,33.825,GSW&SA/VEREEN WWTP,CAROLINA BAYS
-113.3175,46.348056,TOWN OF PHILIPSBURG WWTP,FLINT CREEK
-98.881889,43.019056,FAIRFAX - TOWN OF,Unnamed Tributary of Ponca Creek
-117.041371,48.190639,NEWPORT WWTP,
-78.8025,36.743056,SCOTTSBURG WWTP,BAINSTER RIV/HDWTR OF J H KERR RSVR
-77.3107,37.7857,HANOVER COURTHOUSE WWTP,PAMUNKEY RIVER
-91.125273,37.659527,VIBURNUM TRAILER PARK LAG,Indian Cr.
-74.6125,42.802306,SHARON SPRINGS (V) STP,BRIMSTONE CK
-82.333,40.924944,AGAPE ACRES INC,LEIDIGH MILL CREEK
-122.461111,37.897222,PARADISE COVE WWTP,San Francisco Bay
-107.102972,37.254861,VISTA WWTF,STEVENS DRAW
-95.721111,42.227222,DANBURY CITY OF STP,
-106.9872,38.516945,GUNNISON CITY OF,GUNNISON RIVER
-124.1809,43.5717,LAKESIDE  STP,TENMILE CREEK
-123.3355,42.3286,HIDDEN VALLEY HIGH SCHOOL STP,APPLEGATE RIVER
-122.27084,46.85963,EATONVILLE STP,
-81.198417,32.287306,"RINCON , TOWN OF",SWEIGOFFER CRK TRIB/ MILL CRK TRIB-Savannh rv.basi
-84.43121,39.30296,UPPER MILL CREEK WATER RECLAMATION FACILITY,East Fork Mill Creek
-79.890313,35.937914,HIGH POINT CITY-EASTSIDE WWTP,
-87.118343,38.082475,TENNYSON WWTP,LITTLE PIGEON CR VIA COLES CREEK
-94.27769,42.86819,BODE CITY OF STP,
-94.305,43.381111,SWEA CITY CITY OF STP,
-96.066,42.81574,OYENS CITY OF STP,
-100.37214,47.922739,DRAKE CITY OF,Lower Souris
-70.899721,42.107814,ROCKLAND WASTEWATER TREATMENT FACILITY,French Stream
-96.947639,34.791139,STRATFORD PUBLIC WORKS AUTH.,520600030030 Spring Brook Ck/Canadian Sandy Ck
-92.296472,38.096861,IBERIA WWTF,Tavern Cr.
-84.89275,31.028917,1300 SOUTH MORRIS ROAD,FISH POND DRAIN*-SAV RB
-87.573,37.9573,EVANSVILLE EASTSIDE WWTP,OHIO RIVER
-80.68538,41.89933,NORTH KINGSVILLE SHOPPING CENTER WWTP,UT to Lake Erie
-95.679667,29.689389,FORT BEND COUNTY MUD 30 WWTP,"HCFCD 132-00-00, BRAYS BAYOU"
-83.470389,33.618139,MADISON NORTHSIDE WPCP,
-82.046163,39.520337,ODNR BURR OAK SP MARINA NO 1 WWTP,Burr Oak Lake
-111.842018,40.758363,GEORGE R WAHLEN DEPT OF VETERANS AFFAIRS MEDICAL CTR,RED BUTTE CREEK
-91.538722,37.654389,SALEM MUNICIPAL WWTF,Spring Cr.
-90.3675,41.5894,LECLAIRE CITY OF STP,
-85.355556,38.013889,TAYLORSVILLE STP,SALT RIVER
-92.353972,38.991972,"BCSD, OBERLIN VALLEY WWTF",Bear Cr.
-93.064,39.76225,BROOKFIELD SWIMMING POOL WWTF,Elk Cr.
-90.27966,38.8107,"MSD, COLDWATER CREEK WWTF",Missouri R.
-94.560528,37.166417,CARL JUNCTION WWTF,Center Cr.
-97.270389,27.669417,LAGUNA MADRE WWTP,PIPELINE TO LAGUNA MADRE
-97.411372,32.287483,CITY OF CLEBURNE WWTF,BUFFALO CREEK
-97.072167,33.196306,PECAN CREEK WATER RECLAMATION PLANT,PECAN CREEK
-93.147972,41.820111,BAXTER CITY OF STP,
