longitude,latitude,name,population
-115.2404433,36.08998004,SPRING VALLEY HOSPITAL MEDICAL CENTER,169
-115.27202,36.05733944,ST. ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,147
-115.1150773,36.00437196,ST. ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,219
-115.317037,36.18103483,SUMMERLIN HOSPITAL MEDICAL CENTER,454
-115.1354714,36.13261007,SUNRISE HOSPITAL AND MEDICAL CENTER,641
-84.88339905,39.11159135,DEARBORN COUNTY HOSPITAL,88
-119.7996045,39.51636325,VA SIERRA NEVADA HEALTHCARE SYSTEM,124
-115.094471,36.28472567,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,190
-84.1701744,40.28685438,WILSON MEMORIAL HOSPITAL,90
-119.7571997,39.50204762,WILLOW SPRINGS CENTER,116
-111.9799142,40.52039747,RIVERTON HOSPITAL,92
-78.39759275,43.22324744,MEDINA MEMORIAL HOSPITAL,39
-109.3498696,37.87446806,SAN JUAN HOSPITAL,25
-85.83060471,41.56329208,IU HEALTH GOSHEN HOSPITAL,120
-85.03539417,41.36886686,DEKALB HEALTH,56
-85.47871194,39.34422389,DECATUR COUNTY MEMORIAL HOSPITAL,25
-86.57195222,39.12060866,MONROE HOSPITAL,-999
-87.13877921,40.93451312,FRANCISCAN HEALTHCARE RENSSLAER,46
-92.34587362,42.46118287,COVENANT MEDICAL CENTER,346
-81.10271291,40.90258263,ALLIANCE COMMUNITY HOSPITAL,255
-81.50451061,40.82219334,AULTMAN HOSPITAL WEST,8
-92.39929369,41.03738952,OTTUMWA REGIONAL HEALTH CENTER,217
-86.38146434,41.72004604,A ROSIE PLACE,10
-75.336441,40.12463,MONTGOMERY HOSPITAL,177
-97.43018428,43.34516316,FREEMAN REGIONAL HEALTH SERVICES,25
-86.04216309,39.90111609,COMMUNITY HOSPITAL NORTH,339
-86.13265134,39.63680298,COMMUNITY HOSPITAL SOUTH,158
-86.04094448,39.90268927,FAIRBANKS,-999
-99.32471613,43.78613259,SANFORD CHAMBERLAIN MEDICAL CENTER,25
-112.1707916,33.50261565,ABRAZO MARYVALE CAMPUS,232
-96.55755977,43.30449784,SANFORD CANTON-INWOOD MEDICAL CENTER,11
-72.39088638,41.98010168,JOHNSON MEMORIAL HOSPITAL,72
-72.45121129,41.86660055,ROCKVILLE GENERAL HOSPITAL,102
-84.98492024,40.44129837,JAY COUNTY HOSPITAL,35
-99.13263837,45.03065572,FAULKTON AREA MEDICAL CENTER,12
-85.38135109,38.73870715,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE",77
-112.0422176,33.45477758,ST. LUKE'S MEDICAL CENTER,250
-97.05015718,45.65749218,COTEAU DES PRAIRIES HOSPITAL,25
-72.52567516,41.78150817,MANCHESTER MEMORIAL HOSPITAL,249
-73.63029318,41.03382609,GREENWICH HOSPITAL ASSOCIATION,206
-72.72927157,41.80292552,HOSPITAL AT HEBREW HEALTH CARE,332
-72.64756938,41.55433726,MIDDLESEX HOSPITAL,215
-73.13311932,41.7918383,CHARLOTTE HUNGERFORD HOSPITAL,109
-86.12465901,40.44720169,COMMUNITY HOWARD REGIONAL HEALTH INC,86
-86.14768899,38.23787529,HARRISON COUNTY HOSPITAL,25
-86.63321002,30.45443873,FORT WALTON BEACH MEDICAL CENTER,237
-86.63592529,30.45559414,GULF COAST TREATMENT CENTER,24
-83.00294843,30.29126759,SHANDS LIVE OAK REGIONAL MEDICAL CENTER,15
-87.06709506,30.63421869,SANTA ROSA MEDICAL CENTER,129
-84.2393447,30.48751105,EASTSIDE PSYCHIATRIC HOSPITAL,46
-84.23701783,30.45960396,HEALTHSOUTH REHABILITATION HOSPITAL OF TALLAHASSEE,76
-87.21568647,30.47865909,SELECT SPECIALTY HOSPITAL PENSACOLA,75
-96.68476887,44.75405438,SANFORD CLEAR LAKE MEDICAL CENTER,10
-81.6647074,30.31565115,BAPTIST MEDICAL CENTER JACKSONVILLE,691
-81.60150803,30.28806178,MEMORIAL HOSPITAL JACKSONVILLE,425
-81.69061053,30.30752863,SAINT VINCENT'S MEDICAL CENTER RIVERSIDE,528
-97.74613853,45.78858387,MARSHALL COUNTY HEALTHCARE CENTER,20
-84.8413309,30.70650167,FLORIDA STATE HOSPITAL,987
-85.65778238,30.18378175,EMERALD COAST BEHAVIORAL HOSPITAL,86
-85.6651762,30.18791588,GULF COAST MEDICAL CENTER,238
-82.11925871,30.28599598,ED FRASER MEMORIAL HOSPITAL,25
-82.13398153,30.23740947,NORTHEAST FLORIDA STATE HOSPITAL,1138
-97.11814234,43.99137304,MADISON REGIONAL HEALTH SYSTEM,22
-79.70062774,41.36138341,UPMC NORTHWEST - SENECA,164
-74.923847,40.202759,ST MARY MEDICAL CENTER,374
-75.950164,40.330517,READING HOSPITAL,665
-78.39869771,40.5218209,UPMC ALTOONA,380
-75.143342,40.036737,ALBERT EINSTEIN MEDICAL CENTER,772
-75.19420272,39.9499692,HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA,782
-75.19380649,39.9485416,CHILDRENS HOSPITAL OF PHILADELPHIA,535
-78.91836241,40.3057498,CONEMAUGH MEMORIAL HOSPITAL,486
-75.964829,40.949176,LEHIGH VALLEY HOSPITAL HAZLETON,150
-75.646223,41.400206,GEISINGER COMMUNITY MEDICAL CENTER,297
-78.999666,40.961046,PUNXSUTAWNEY AREA HOSPITAL,49
-79.09333299,41.15652942,PENN HIGHLANDS BROOKVILLE,35
-78.659431,41.961193,BRADFORD REGIONAL MEDICAL CENTER,107
-77.56828,39.751691,WAYNESBORO HOSPITAL,64
-76.816477,40.284255,PINNACLEHEALTH COMMUNITY CAMPUS,-999
-78.57821126,41.42637178,PENN HIGHLANDS ELK,80
-75.26880683,39.92669978,MERCY FITZGERALD HOSPITAL,213
-85.1492772,41.07800073,ST JOSEPH HOSPITAL,145
-80.092042,42.07426,MILLCREEK COMMUNITY HOSPITAL,62
-79.93976775,40.45458835,UPMC SHADYSIDE-ER,520
-111.5671567,33.39427956,BANNER GOLDFIELD MEDICAL CENTER,-999
-84.97130965,40.16961404,ST VINCENT RANDOLPH HOSPITAL INC,25
-86.84779974,39.62117126,PUTNAM COUNTY HOSPITAL,25
-70.9799,42.5018,NORTH SHORE MEDICAL CENTER  - UNION CAMPUS,-999
-79.75989675,40.43643038,UPMC EAST,155
-73.2807,42.4581,BERKSHIRE MEDICAL CENTER - HILLCREST CAMPUS,-999
-87.11181121,39.52907116,ST VINCENT CLAY HOSPITAL INC,25
-111.0001737,32.22811773,CARONDELET ST. MARY'S HOSPITAL,400
-111.75906,33.07299895,GILA RIVER HEALTH CARE CORPORATION,-999
-79.61297062,41.93625332,CORRY MEMORIAL HOSPITAL,20
-91.87458808,36.73818795,OZARKS MEDICAL CENTER,114
-84.5131438,33.8578131,EMORY-ADVENTIST HOSPITAL,75
-110.9468551,32.24135269,"UNIVERSITY OF ARIZONA MEDICAL CENTER- UNIVERSITY CAMPUS, THE",-999
-84.72154643,31.43600381,CALHOUN MEMORIAL HOSPITAL,25
-82.45868668,31.53947121,BACON COUNTY HOSPITAL,47
-87.44730206,37.97379253,WOMEN'S HOSPITAL THE,74
-109.5435239,35.71075607,SAGE MEMORIAL HOSPITAL,25
-110.7141168,35.03231075,US PHS WINSLOW INDIAN HOSPITAL,-999
-83.12872775,40.57134316,MARION GENERAL HOSPITAL,270
-114.3019613,34.14733742,PARKER IHS INDIAN HOSPITAL,-999
-86.17800381,41.70123243,UNITY MEDICAL AND SURGICAL HOSPITAL,29
-84.20554348,31.22971988,MITCHELL COUNTY HOSPITAL,23
-99.77759024,45.23980411,HOLY INFANT HOSPITAL,26
-86.14402004,39.98244635,ST VINCENT CARMEL HOSPITAL INC,107
-86.15917026,39.93934737,ST VINCENT HEART CENTER OF INDIANA LLC,107
-84.91667102,33.74428376,TANNER MEDICAL CENTER VILLA RICA,122
-82.50193875,33.52306854,UNIVERSITY HOSPITAL MCDUFFIE,47
-90.96149362,37.24165444,SOUTHEASTHEALTH CENTER OF REYNOLDS COUNTY,-999
-71.108183,42.337615,DANA-FARBER CANCER INSTITUTE,30
-71.1283,42.3015,FAULKNER HOSPITAL,150
-71.5282,42.1334,MILFORD REGIONAL MEDICAL CENTER,145
-71.7915,42.2498,SAINT VINCENT HOSPITAL,283
-71.5739,42.5775,NASHOBA VALLEY MEDICAL CENTER,77
-71.1343,42.3741,MOUNT AUBURN HOSPITAL,217
-86.17721589,39.77942689,WILLIAM N WISHARD MEMORIAL HOSPITAL,-999
-86.20436554,39.90181246,"ST VINCENT SETON SPECIALTY HOSPITAL, INDIANAPOLIS",74
-86.2224384,39.82094071,COMMUNITY WESTVIEW HOSPITAL,68
-96.76696725,44.30787831,BROOKINGS HEALTH SYSTEM,49
-103.8606446,44.49806367,SPEARFISH REGIONAL HOSPITAL,44
-103.4761791,43.43675023,VETERANS AFFAIRS BLACK HILLS HEALTH CARE SYSTEM - HOT SPRINGS CAMPUS,-999
-72.6276,42.2003,HOLYOKE MEDICAL CENTER,198
-72.7596,42.1183,NOBLE HOSPITAL,97
-78.70831696,43.28855995,EASTERN NIAGARA HOSPITAL,71
-85.89183392,38.95574044,SCHNECK MEDICAL CENTER,93
-83.66585713,41.37571903,WOOD COUNTY HOSPITAL,196
-67.99843291,46.67513601,AROOSTOOK MEDICAL CENTER,89
-68.59186897,47.26558206,NORTHERN MAINE MEDICAL CENTER,49
-96.91929851,42.77865825,SANFORD VERMILLION HOSPITAL,25
-98.30200323,43.07837515,WAGNER COMMUNITY MEMORIAL HOSPITAL,20
-68.7159278,45.65287152,MILLINOCKET REGIONAL HOSPITAL,25
-88.57425969,35.16226355,TENNOVA HEALTHCARE - MCNAIRY REGIONAL,45
-94.98553568,44.77372516,RENVILLE COUNTY HOSP & CLINCS,25
-68.20205281,44.38483717,MOUNT DESERT ISLAND HOSPITAL,25
-124.4020584,43.11242506,SOUTHERN COOS HOSPITAL & HEALTH CENTER,19
-75.52579862,42.54115932,CHENANGO MEMORIAL HOSPITAL,58
-75.86407258,37.47542893,RIVERSIDE SHORE MEMORIAL HOSPITAL,143
-78.01334456,38.45523117,UVA CULPEPER HOSPITAL,70
-99.62974745,36.84207141,HARPER COUNTY COMMUNITY HOSPITAL,25
-77.40720772,38.41525697,STAFFORD HOSPITAL,100
-81.50825791,36.85120782,SMYTH COUNTY COMMUNITY HOSPITAL,154
-81.09711541,36.95444682,WYTHE COUNTY COMMUNITY HOSPITAL,108
-82.75430539,36.87716898,WELLMONT LONESOME PINE HOSPITAL,60
-81.97124979,36.71417631,JOHNSTON MEMORIAL HOSPITAL,135
-77.38596038,37.6289545,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,225
-82.07878438,36.89871348,RUSSELL COUNTY MEDICAL CENTER,78
-81.48895155,37.1238875,CARILION TAZEWELL COMMUNITY HOSPITAL,56
-81.82028185,37.09471726,CLINCH VALLEY MEDICAL CENTER,175
-113.2952329,43.63957481,LOST RIVERS MEDICAL CENTER,14
-77.48752622,38.76731361,NOVANT HEALTH PRINCE WILLIAM MEDICAL CENTER,130
-80.0316691,37.26333237,LEWISGALE MEDICAL CENTER,506
-76.38749461,37.70122087,BON SECOURS RAPPAHANNOCK GENERAL HOSPITAL,76
-78.13344838,36.73360094,VCU HEALTH COMMUNITY MEMORIAL HEALTHCENTER,99
-77.37984899,38.88458862,INOVA FAIR OAKS HOSPITAL,182
-113.7817775,42.53487105,CASSIA REGIONAL MEDICAL CENTER,25
-74.916391,42.26835143,O'CONNOR HOSPITAL,23
-76.93750373,36.69154298,SOUTHAMPTON MEMORIAL HOSPITAL,90
-82.64197514,36.93295679,NORTON COMMUNITY HOSPITAL,129
-76.09801829,36.77521823,SENTARA PRINCESS ANNE HOSPITAL,160
-77.54272257,38.94013168,STONE SPRINGS HOSPITAL CENTER,124
-72.56082561,44.22066422,CENTRAL VERMONT MEDICAL CENTER,122
-72.56561831,42.84351274,BRATTLEBORO MEMORIAL HOSPITAL,61
-72.66784746,43.04880334,GRACE COTTAGE HOSPITAL,19
-85.6296189,35.04710628,PARKRIDGE WEST HOSPITAL,68
-81.92970697,33.77900025,EDGEFIELD COUNTY HOSPITAL,25
-81.09911486,34.37265049,FAIRFIELD MEMORIAL HOSPITAL,25
-82.36184636,34.87301434,W J BARGE MEMORIAL HOSPITAL,79
-82.42139042,34.84043897,ST FRANCIS-DOWNTOWN,245
-82.2185913,34.86248358,PELHAM MEDICAL CENTER,48
-81.62930079,34.71216013,UNION MEDICAL CENTER,143
-82.93621176,39.6103389,BERGER HOSPITAL,82
-79.32583978,34.18627984,CAROLINAS HOSPITAL SYSTEM MARION,124
-82.62803267,34.53774139,ANMED HEALTH REHABILITATION HOSPITAL,60
-81.59802902,41.42116397,MARYMOUNT HOSPITAL,315
-81.23550747,37.25573232,BLUEFIELD REGIONAL MEDICAL CENTER,92
-80.36212141,39.26973412,LOUIS A. JOHNSON VA MEDICAL CENTER,-999
-90.10848249,38.57014999,TOUCHETTE REGIONAL HOSPITAL INC,119
-98.67122175,36.7872206,SHARE MEMORIAL HOSPITAL,25
-96.3182035,35.4339077,CREEK NATION COMMUNITY HOSPITAL,25
-95.6302812,36.69668544,JANE PHILLIPS NOWATA HEALTH CENTER,25
-98.9977696,35.51470827,ALLIANCEHEALTH CLINTON,56
-96.10008719,35.99301234,"ST. JOHN SAPULPA, INC.",25
-96.75674697,35.97867106,HILLCREST HOSPITAL CUSHING,99
-72.20108185,44.95580257,NORTH COUNTRY HOSPITAL & HEALTH CENTER,25
-96.32551274,36.67350648,"PAWHUSKA HOSPITAL, INC.",25
-96.39342792,34.00715192,ALLIANCEHEALTH DURANT,148
-98.60519325,35.10741577,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,17
-98.2283253,35.07050231,THE PHYSICIANS' HOSPITAL IN ANADARKO,25
-97.76315476,35.48511351,INTEGRIS CANADIAN VALLEY HOSPITAL,75
-97.98055753,35.52993164,"MERCY HOSPITAL EL RENO, INC",48
-95.85274983,36.30480757,"BAILEY MEDICAL CENTER, LLC",73
-101.4759946,36.69097241,MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,47
-94.78830959,35.4639061,SEQUOYAH MEMORIAL HOSPITAL,41
-100.5162764,36.81078453,BEAVER COUNTY MEMORIAL HOSPITAL,24
-96.15144054,34.3925323,ATOKA COUNTY MEDICAL CENTER,25
-94.64315334,35.80932236,MEMORIAL HOSPITAL,67
-99.63238712,35.30724323,SAYRE MEMORIAL HOSPITAL,31
-98.98855104,35.30304934,CORDELL MEMORIAL HOSPITAL,14
-96.01566189,35.43809543,HILLCREST HOSPITAL HENRYETTA,41
-94.95028445,35.91400342,NORTHEASTERN HEALTH SYSTEM,100
-97.42710767,35.38968219,OKLAHOMA HEART HOSPITAL SOUTH,44
-99.67153117,35.60943113,ROGER MILLS MEMORIAL HOSPITAL,15
-96.77755226,34.08109707,ALLIANCEHEALTH MADILL,25
-98.92307343,36.15479607,SEILING MUNICIPAL HOSPITAL,18
-97.49667171,35.48281519,VA MEDICAL CENTER - OKLAHOMA CITY,-999
-95.4146644,35.76527571,JACK C. MONTGOMERY VA MEDICAL CENTER,-999
-89.80836623,35.08981816,METHODIST LE BONHEUR GERMANTOWN HOSPITAL,309
-89.89282093,35.23407025,METHODIST HOSPITAL-NORTH,246
-90.02120069,35.03298287,METHODIST HOSPITAL-SOUTH,156
-89.7145128,35.04948437,BAPTIST MEMORIAL HOSPITAL - COLLIERVILLE,81
-84.88121365,35.1943189,TENNOVA HEALTHCARE - CLEVELAND,208
-86.55527721,35.14960725,LINCOLN MEDICAL CENTER,59
-86.60837516,36.17637943,TRISTAR SUMMIT MEDICAL CENTER,196
-72.00955799,44.44578692,NORTHEASTERN VERMONT REGIONAL HOSPITAL,25
-71.48080943,44.90444711,UPPER CONNECTICUT VALLEY HOSPITAL,16
-89.08440423,39.37970124,PANA COMMUNITY HOSPITAL,22
-80.16135449,39.48367473,FAIRMONT GENERAL HOSPITAL,207
-82.35453131,36.32371007,JOHNSON CITY SPECIALTY HOSPITAL,49
-86.16815993,36.38783255,TROUSDALE MEDICAL CENTER,25
-89.54963519,35.74435252,LAUDERDALE COMMUNITY HOSPITAL,25
-89.04496858,36.41423378,BAPTIST MEMORIAL HOSPITAL - UNION CITY,137
-86.47247381,35.49344589,BEDFORD COUNTY MEDICAL CENTER,177
-86.44895596,35.5635328,TENNOVA HEALTHCARE - SHELBYVILLE,60
-84.46428463,35.60069384,SWEETWATER HOSPITAL ASSOCIATION,59
-87.27047352,36.5819764,TENNOVA HEALTHCARE - CLARKSVILLE,270
-86.07184284,35.83271089,SAINT THOMAS STONES RIVER HOSPITAL,60
-88.41240859,36.02316734,BAPTIST MEMORIAL HOSPITAL - HUNTINGTON,70
-88.48936033,36.13742735,MCKENZIE REGIONAL HOSPITAL,45
-83.57227572,36.45283389,CLAIBORNE COUNTY HOSPITAL,85
-86.80656112,36.16690697,METROPOLITAN NASHVILLE GENERAL HOSPITAL,150
-86.84451646,36.12940197,SAINT THOMAS WEST HOSPITAL,541
-86.80900486,36.15375182,TRISTAR CENTENNIAL MEDICAL CENTER,657
-86.80325564,36.15508556,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,23
-85.02203136,35.943325,CUMBERLAND MEDICAL CENTER,189
-88.12224489,35.6359507,DECATUR COUNTY GENERAL HOSPITAL,40
-83.30379891,36.21473336,LAKEWAY REGIONAL HOSPITAL,135
-83.30531637,36.2129657,MORRISTOWN-HAMBLEN HEALTHCARE SYSTEM,143
-85.16062411,35.02255862,ERLANGER EAST CAMPUS,28
-85.303594,35.04720526,METROPOLITAN HOSPITAL,64
-85.23808028,35.12468548,MEMORIAL HOSPITAL HIXSON,83
-86.07840122,35.49687997,UNITY MEDICAL CENTER,49
-89.37991441,36.04818558,TENNOVA HEALTHCARE - DYERSBURG REGIONAL,225
-85.82954345,35.96150829,SAINT THOMAS DEKALB HOSPITAL,71
-84.94317595,36.43236193,TENNOVA HEALTHCARE - JAMESTOWN,85
-87.75688433,35.32475293,WAYNE MEDICAL CENTER,78
-86.32762032,36.22160565,TENNOVA HEALTHCARE - LEBANON,245
-82.84330783,39.97691933,MT CARMEL EAST HOSPITAL,461
-84.20342017,39.63539661,SOUTHVIEW HOSPITAL,128
-80.6590339,40.36777411,TRINITY MEDICAL CENTER WEST-ER,256
-95.14308986,43.15002638,SPENCER MUNICIPAL HOSPITAL,99
-91.9262367,42.45696119,MENTAL HEALTH INSITUTE HOSPITAL,95
-90.68615901,42.49625698,UNITYPOINT HEALTHCARE-FINLEY HOSPITAL,142
-93.62311914,41.59878159,MERCY MEDICAL CENTER-DES MOINES,656
-87.69433858,41.86080973,MT SINAI HOSPITAL MEDICAL CENTER,290
-83.42453855,31.14456949,COOK MEDICAL CENTER,60
-83.61868521,32.84740818,COLISEUM MEDICAL CENTERS,250
-81.6009201,31.83960572,LIBERTY REGIONAL MEDICAL CENTER,25
-83.34807369,34.59286194,STEPHENS COUNTY HOSPITAL,96
-92.01769606,30.20720609,PARK PLACE SURGICAL HOSPITAL,10
-90.31135981,29.45689087,LADY OF THE SEA GENERAL HOSPITAL,25
-90.15918502,29.99914789,OMEGA HOSPITAL,10
-93.16568331,29.80807845,SOUTH CAMERON MEMORIAL HOSPITAL,49
-91.78566038,29.9899452,IBERIA MEDICAL CENTER,84
-92.10234832,32.53590852,MONROE SURGICAL HOSPITAL,10
-92.14924683,32.50199956,OUACHITA COMMUNITY HOSPITAL,10
-92.64373874,30.816159,OAKDALE COMMUNITY HOSPITAL,27
-90.46111356,30.46511102,NORTH OAKS MEDICAL CENTER,251
-82.8645826,31.51118816,COFFEE REGIONAL MEDICAL CENTER,88
-85.40189129,34.98075749,WILDWOOD LIFESTYLE CENTER AND HOSPITAL,13
-84.3222632,33.79202283,EMORY UNIVERSITY HOSPITAL,579
-84.15862347,31.59021975,PHOEBE PUTNEY MEMORIAL HOSPITAL,691
-92.04625372,30.21716081,UNIVERSITY MEDICAL CENTER,190
-90.09215275,29.9257768,TOURO INFIRMARY,411
-91.03914356,29.95960639,ASSUMPTION COMMUNITY HOSPITAL,6
-71.4208197,41.8068937,SAINT JOSEPH HEALTH SERVICES OF RHODE ISLAND,231
-71.40890644,41.81114989,HASBRO CHILDRENS HOSPITAL,-999
-90.67477863,42.49250564,MERCY MEDICAL CENTER-DUBUQUE,303
-94.99111456,41.40132036,CASS COUNTY MEMORIAL HOSPITAL,33
-93.60959589,41.60201487,IOWA LUTHERAN HOSPITAL,224
-93.63381099,41.58944333,IOWA METHODIST MEDICAL CENTER,460
-91.3870536,40.40694325,KEOKUK AREA HOSPITAL,71
-95.4598175,42.33889116,HORN MEMORIAL HOSPITAL,25
-91.9655487,40.98646243,JEFFERSON COUNTY HEALTH CENTER,25
-91.47411099,43.26867508,VETERANS MEMORIAL HOSPITAL,25
-95.37802393,42.02435225,CRAWFORD COUNTY MEMORIAL HOSPITAL,25
-93.78976814,41.59717847,MERCY MEDICAL CENTER WEST LAKES,146
-93.79570965,41.59660826,METHODIST WEST HOSPITAL,95
-91.95804475,40.7365392,VAN BUREN COUNTY HOSPITAL,25
-91.61097519,41.71363806,IOWA MEDICAL AND CLASSIFICATION CENTER,46
-93.11408065,41.3225916,DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,-999
-95.74309853,43.41030789,OSCEOLA COMMUNITY HOSPITAL,25
-95.0432056,40.72348143,CLARINDA REGIONAL HEALTH CENTER,25
-94.67787501,42.74102479,POCAHONTAS COMMUNITY HOSPITAL,25
-94.2225789,40.71882331,RINGGOLD COUNTY HOSPITAL,16
-95.32683758,41.6469824,MYRTUE MEMORIAL HOSPITAL,25
-96.28396826,43.20279387,HEGG MEMORIAL HEALTH CENTER,25
-96.04511059,42.99454154,ORANGE CITY AREA HEALTH SYSTEM,25
-91.68764219,41.28924836,WASHINGTON COUNTY HOSPITAL,25
-93.31152147,40.75405103,WAYNE COUNTY HOSPITAL,25
-91.77427348,43.29464549,WINNESHIEK COUNTY MEMORIAL HOSPITAL,25
-84.88428452,39.86471001,REID HOSPITAL & HEALTH CARE SERVICES,221
-84.50744299,38.03096461,UNIVERSITY OF KY HOSPITAL,604
-69.6464188,44.56512867,MAINEGENERAL MEDICAL CENTER-THAYER,127
-86.27421836,44.27107866,MUNSON HEALTHCARE MANISTEE HOSPITAL,45
-83.03212918,43.80321031,HURON MEDICAL CENTER,48
-83.09358996,42.61899798,BEAUMONT HOSPITAL TROY,520
-86.24173233,43.22256443,MERCY HEALTH MUSKEGON,186
-83.95649042,43.42845185,COVENANT MEDICAL CENTER,277
-92.46201964,46.73129083,COMMUNITY MEMORIAL HOSPITAL,36
-77.35925387,37.18249302,SOUTHSIDE REGIONAL MEDICAL CENTER,300
-92.67953034,47.85338774,COOK HOSPITAL,14
-93.64575966,47.74742734,BIGFORK VALLEY HOSPITAL,20
-93.87119377,45.19484267,BUFFALO HOSPITAL,65
-93.23092842,45.56618362,CAMBRIDGE MEDICAL CENTER,86
-93.77863144,45.30035709,CENTRACARE HEALTH MONTICELLO,39
-95.77723507,44.44775229,AVERA MARSHALL REG MED CENTER,49
-96.1304373,44.27183784,AVERA TYLER HOSPITAL,20
-94.71573958,45.3744006,CENTRACARE HEALTH PAYNESVILLE,30
-94.82447872,45.67571972,CENTRACARE HEALTH SYS MELROSE,28
-94.95543733,45.74579469,CENTRACARE HEALTH SYSTEM,28
-91.87221009,47.90025861,ELY BLOOMENSON COMM HOSPITAL,25
-96.53129245,47.2975873,ESSENTIA HEALTH ADA,14
-95.73946824,47.57128506,ESSENTIA HEALTH FOSSTON,43
-92.22934266,47.51797695,ESSENTIA HEALTH NORTHERN PINES,16
-96.43388878,45.56271243,ESSENTIA HLTH HOLY TRINITY HOS,15
-94.1536239,44.77837797,GLENCOE REGIONAL HEALTH SRVCS,49
-93.26223596,44.97213249,HENNEPIN COUNTY MEDICAL CTR,894
-94.751761,46.35114034,LAKEWOOD HEALTH SYSTEM,37
-94.40986768,44.04926244,MADELIA COMMUNITY HOSPITAL,25
-96.18792649,45.01812514,MADISON HOSPITAL,12
-95.97285242,47.31174979,MAHNOMEN HEALTH CENTER,18
-93.9839469,44.16408555,MAYO CLINIC HEALTH SYS MANKATO,272
-92.57194581,44.56022959,MAYO CLINIC HEALTH SYSTEM IN RED WING,50
-93.57432917,44.54625695,MCHS NEW PRAGUE,49
-93.66240298,46.07312569,MILLE LACS HEALTH SYSTEM,28
-95.75990694,43.99254587,MURRAY COUNTY MEM HOSP,25
-92.43931254,44.02010494,OLMSTED MEDICAL CENTER,61
-96.32323883,43.9909794,PIPESTONE CO MED C & ASHTON CC,44
-95.95790188,45.99052533,PRAIRIE RIDGE HOSP HLTH SERV,10
-93.97244919,44.34975255,RIVERS EDGE HOSPITAL & CLINIC,17
-94.89991712,47.5033919,SANFORD BEMIDJI MEDICAL CENTER,118
-96.27844799,44.70782153,SANFORD CANBY MEDICAL CENTER,25
-95.40221803,47.52633353,SANFORD BAGLEY MEDICAL CENTER,25
-95.00450103,43.62441169,SANFORD JACKSON MEDICAL CENTER,20
-94.3625669,45.96688176,ST GABRIELS HOSPITAL,49
-95.06227361,46.91595709,ST JOSEPHS AREA HLTH SERVICES,50
-95.13440141,46.4456534,TRI COUNTY HOSPITAL,49
-94.10031171,43.63395926,UNITED HOSPITAL DISTRICT,43
-94.5772711,39.08408463,CHILDREN'S MERCY HOSPITAL,314
-89.26625294,33.53382972,"WEBSTER HEALTH SERVICES, INC",38
-90.16485667,32.33256579,ST. DOMINIC-JACKSON MEMORIAL HOSPITAL,571
-99.55168128,46.2554155,WISHEK COMMUNITY HOSPITAL,24
-99.37244121,46.04007587,ASHLEY MEDICAL CENTER,20
-103.2825162,47.80698314,MCKENZIE COUNTY HEALTHCARE SYSTEMS,24
-117.8471233,44.79515145,"SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY, INC",65
-123.1163241,44.63167277,SAMARITAN ALBANY GENERAL HOSPITAL,73
-118.811237,45.64930564,ST ANTHONY HOSPITAL,30
-94.97950671,42.41899449,LORING HOSPITAL,25
-94.22581258,43.05656522,KOSSUTH COUNTY HOSPITAL,25
-94.86707423,42.05649587,ST. ANTHONY'S REGIONAL HOSPITAL,99
-95.222793,42.64478217,BUENA VISTA REGIONAL MEDICAL CENTER,35
-120.8250765,44.29802807,ST CHARLES PRINEVILLE,-999
-123.3428412,42.42137788,ASANTE THREE RIVERS MEDICAL CENTER,125
-95.21652246,41.01431708,MONTGOMERY COUNTY MEMORIAL HOSPITAL,25
-94.93783615,41.71535177,AUDUBON COUNTY MEMORIAL HOSPITAL,25
-105.3807097,42.75906617,MEMORIAL HOSPITAL OF CONVERSE COUNTY,25
-110.5416944,41.78970804,SOUTH LINCOLN MEDICAL CENTER,16
-74.45020688,40.49524487,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,584
-74.75219682,40.23598769,CAPITAL HEALTH SYSTEM - FULD,237
-74.46581776,40.78954893,MORRISTOWN MEMORIAL HOSPITAL,646
-74.04119883,40.20926821,JERSEY SHORE MEDICAL CENTER,614
-95.12467209,43.41774563,LAKES REGIONAL HEALTHCARE,49
-84.06305299,39.77104394,SOIN MEDICAL CENTER,127
-83.92774061,39.70012517,GREENE MEMORIAL HOSPITAL,49
-104.2579301,32.4425387,CARLSBAD MEDICAL CENTER,112
-65.65449058,18.33671711,HIMA SAN PABLO - FAJARDO,-999
-110.0177007,34.20249383,SUMMIT HEALTHCARE ASSOCIATION,89
-84.50371612,39.13835766,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",699
-65.83403257,18.15274643,HOSP DR DOMINGUEZ INC,-999
