name,latitude,longitude,authority,source,source
"Hew Fulton Farm, LLC",34.784039,-79.474542,Duke Energy Carolinas,,
"McGoogan Farm, LLC",34.888736,-79.062708,Duke Energy Carolinas,,
Rowan Solar NC LLC,35.611000,-80.530000,Duke Energy Carolinas,,
Royal Wine Corp Solar Power Plant,40.663620,-74.100182,"PJM Interconnection, LLC",,
"Barnhill Road Solar, LLC",36.269175,-76.299469,"PJM Interconnection, LLC",,
"Leggett Solar, LLC",36.058000,-77.623000,"PJM Interconnection, LLC",,
Jersey Holdings,34.564307,-79.037483,Duke Energy Carolinas,,
Tungsten Mountain,39.667002,-117.693658,Nevada Power Company,,
Renovo Energy Center,41.328333,-77.756667,"PJM Interconnection, LLC",,
"Williamston Speight Solar, LLC",35.887545,-77.164201,"PJM Interconnection, LLC",,
Suwannee Solar Facility,30.376254,-83.174114,Duke Energy Florida Inc,,
Bluebell Solar,31.870000,-100.828000,"Electric Reliability Council of Texas, Inc.",,
"PVN Milliken, LLC",34.038433,-117.565802,California Independent System Operator,,
SunAnza,33.555267,-116.639647,California Independent System Operator,,
"CC Landfill Energy, LLC",36.358670,-114.874830,Nevada Power Company,,
Eichtens Community Solar,45.382662,-92.772538,"Midcontinent Independent Transmission System Operator, Inc..",,
Red Wing Community Solar,44.535090,-92.516083,"Midcontinent Independent Transmission System Operator, Inc..",,
Lake Forest Hospital,42.254160,-87.864282,"PJM Interconnection, LLC",,
South Atlantic Services Solar Farm I,34.290189,-77.975668,Duke Energy Carolinas,NA,NA
"Iron Horse Solar 4, LLC",42.580047,-71.260325,ISO New England Inc.,,
Catawba Solar LLC,35.610000,-80.530000,Duke Energy Carolinas,,
BHE Pueblo 2 Community Solar Array,38.284425,-104.523951,Public Service Company of Colorado,,
ACCC Mays Landing,39.460566,-74.680930,"PJM Interconnection, LLC",NA,NA
Deutsche Bank- Piscataway Solar,40.545755,-74.496400,"PJM Interconnection, LLC",,
"Gemini Technologies Services, Inc. Solar",40.848445,-74.467582,"PJM Interconnection, LLC",,
Beaver Run,41.152955,-74.638077,"PJM Interconnection, LLC",,
North Bergen Solar,40.818000,-74.017000,"PJM Interconnection, LLC",,
Salt Springs Wind Farm,37.957231,-99.755513,Southwest Power Pool,,
US Foods Solar,40.534414,-74.275153,"PJM Interconnection, LLC",,
"Summit Water Nexus Mt. Holly, LLC Solar",39.987281,-74.801807,"PJM Interconnection, LLC",,
Sabert Solar,40.475477,-74.320933,"PJM Interconnection, LLC",,
AES ADA Energy Storage Array,40.121830,-75.417250,"PJM Interconnection, LLC",,
Cloverdale Solar Center,38.769581,-123.020724,California Independent System Operator,,
7-Mile Ridge Wind Project,63.210689,-143.247156,,,
Hampshire College,42.376860,-72.469140,ISO New England Inc.,,
Town of Lexington Solar,42.469135,-71.255460,ISO New England Inc.,,
Sullivan County - Adult Care Solar,41.796600,-74.708077,New York Independent System Operator,,
Oswego County - Fulton Solar,43.342437,-76.343250,New York Independent System Operator,,
Jefferson-Lewis BOCES Solar,43.970958,-75.969805,New York Independent System Operator,,
Montgomery County Correctional Facility,39.237945,-77.293217,"PJM Interconnection, LLC",,
Weber State University - Davis Campus PV,41.098957,-111.982167,Western Area Power Administration - Rocky Mountain Region,,
Intel - Ocotillo Campus Solar,33.243261,-111.892354,Arizona Public Service Company,,
South Sioux City Solar,42.458470,-96.439688,Southwest Power Pool,,
Valley Sanitary District WTP Solar,33.708661,-116.198885,Los Angeles Department of Water and Power,,
Colgreen North Shore Solar Farm,33.540124,-115.974771,Imperial Irrigation District,,
Neenach Solar Center,34.812791,-118.601170,California Independent System Operator,,
"Sun Streams, LLC",33.348840,-112.834800,California Independent System Operator,,
"Osceola Solar, LLC",36.189000,-79.532000,Duke Energy Carolinas,,
"Eastway Solar, LLC",34.620938,-78.591689,Duke Energy Carolinas,,
Webster Holdco Solar CSG,44.529703,-93.410622,"Midcontinent Independent Transmission System Operator, Inc..",,
Orbit Energy RI,41.805400,-71.514166,ISO New England Inc.,,
Farmington Holdco Solar,44.623117,-93.134002,"Midcontinent Independent Transmission System Operator, Inc..",,
Dodge Holdco Solar CSG,44.022374,-92.756972,"Midcontinent Independent Transmission System Operator, Inc..",,
Hwy 14 Holdco Solar CSG,44.021848,-92.592192,"Midcontinent Independent Transmission System Operator, Inc..",,
Pine Island Solar CSG,44.220122,-92.654324,"Midcontinent Independent Transmission System Operator, Inc..",,
Big Lake Holdco Solar CSG,45.334575,-93.775577,"Midcontinent Independent Transmission System Operator, Inc..",,
Forest Lake Solar CSG,45.253488,-92.893970,"Midcontinent Independent Transmission System Operator, Inc..",,
Wabasha Holdco Solar CSG,44.367140,-92.019280,"Midcontinent Independent Transmission System Operator, Inc..",,
"Goya Foods, Inc- Jersey City Solar",40.760069,-74.065394,"PJM Interconnection, LLC",,
"Goya Foods, Inc- Secaucus Solar",40.773120,-74.077397,"PJM Interconnection, LLC",,
Prudential 55 Livingston Roseland Solar,40.814586,-74.297098,"PJM Interconnection, LLC",,
Prudential 80 Livingston Roseland Solar,40.815363,-74.304989,"PJM Interconnection, LLC",,
River Terminal Development Solar,40.727800,-74.114200,"PJM Interconnection, LLC",,
Genentech Vacaville Meter #1,38.390756,-121.947770,California Independent System Operator,,
US GSA - Sacramento,38.601354,-121.397929,California Independent System Operator,,
Garrett County - DPU Treatment Plant,39.505187,-79.392991,"PJM Interconnection, LLC",,
Temple Solar Arrays,40.423484,-75.925225,"PJM Interconnection, LLC",,
Emmitsburg Solar Arrays,39.693730,-77.314427,"PJM Interconnection, LLC",,
"Thigpen Farms Solar, LLC",34.709198,-79.351904,Duke Energy Carolinas,,
Curtis Hill Solar CSG,42.175000,-71.986000,ISO New England Inc.,,
Depot Hill Solar CSG,42.153000,-71.988000,ISO New England Inc.,,
SR Houston,33.926666,-88.997563,Tennessee Valley Authority,,
Bird Machine Solar Farm,42.109564,-71.266743,ISO New England Inc.,,
Iron Horse Solar I CSG,42.582855,-71.246389,ISO New England Inc.,,
Astra Wind Farm,34.769544,-102.052422,"Electric Reliability Council of Texas, Inc.",,
NES Rutgers Solar,40.070879,-74.161153,"PJM Interconnection, LLC",,
126 Grove Solar LLC,42.076119,-71.422707,ISO New England Inc.,,
"Williams Solar, LLC",33.268906,-100.626917,"Electric Reliability Council of Texas, Inc.",,
VEC Alburgh Array,44.962340,-73.274146,ISO New England Inc.,,
Dept of General Services -FTB,38.565000,-121.343000,Balancing Authority of Northern California,,
Cooperative Solar One,38.027241,-84.254726,"PJM Interconnection, LLC",,
"Kokomo Solar 1, LLC",40.473000,-86.146000,"Midcontinent Independent Transmission System Operator, Inc..",,
Equity Industrial Turbines,42.625649,-70.656489,ISO New England Inc.,,
"Bashaw Solar CSG 1, LLC",42.789327,-70.880032,ISO New England Inc.,,
Kearsarge Southwick LLC,42.016270,-72.775239,ISO New England Inc.,,
Timothy Lake Powerhouse,45.370546,-121.756527,Portland General Electric Company,Timothy Lake,Timothy Lake
"Solar Star California, XLIV, LLC",34.511889,-117.922819,California Independent System Operator,,
Homestead Wind LLC,39.905383,-89.998997,"Midcontinent Independent Transmission System Operator, Inc..",,
Prairie Wind Farm,41.436900,-92.703817,"Midcontinent Independent Transmission System Operator, Inc..",,
GMP Solar - Hartford,43.632074,-72.418566,ISO New England Inc.,,
GMP Solar - Williston,44.465485,-73.103241,ISO New England Inc.,,
Eastern Iowa Solar,41.596959,-91.036295,"Midcontinent Independent Transmission System Operator, Inc..",,
GMP Solar - Williamstown,44.136051,-72.510509,ISO New England Inc.,,
Sutton Solar CSG,42.102447,-71.697711,ISO New England Inc.,,
Nexamp Peak CSG,42.562091,-73.287065,ISO New England Inc.,,
Stafford MS Ground Mount Community Solar,41.964000,-72.309000,ISO New England Inc.,,
Bernhardt Furniture Solar Farm,35.849950,-81.540861,Duke Energy Carolinas,,
Carl Friedrich Gauss Solar,36.345842,-77.633477,"PJM Interconnection, LLC",,
"Deerfield Wind Energy, LLC",43.941851,-82.898675,"Midcontinent Independent Transmission System Operator, Inc..",,
Halifax Solar LLC,36.345000,-77.630000,"PJM Interconnection, LLC",,
"Boulder Solar II, LLC",35.850000,-114.944000,Nevada Power Company,,
Pavant Solar III,39.154474,-112.359849,PacifiCorp - East,,
Sauk DPC Solar,43.595910,-90.322600,"Midcontinent Independent Transmission System Operator, Inc..",,
Lafayette DPC Solar,44.887820,-91.352400,"Midcontinent Independent Transmission System Operator, Inc..",,
Conrath DPC Solar,45.366140,-91.048200,"Midcontinent Independent Transmission System Operator, Inc..",,
Warren DPC Solar,44.959630,-92.518200,"Midcontinent Independent Transmission System Operator, Inc..",,
Liberty Pole DPC Solar,43.494120,-90.907100,"Midcontinent Independent Transmission System Operator, Inc..",,
Downsville DPC Solar,44.814230,-91.884100,"Midcontinent Independent Transmission System Operator, Inc..",,
Mt. Hope DPC Solar,42.974980,-90.831800,"Midcontinent Independent Transmission System Operator, Inc..",,
Medford DPC Solar,45.163050,-90.372900,"Midcontinent Independent Transmission System Operator, Inc..",,
Whistling Winds DPC Solar,43.972100,-90.071900,"Midcontinent Independent Transmission System Operator, Inc..",,
"Carter Solar One, LLC",42.206000,-114.646000,Idaho Power Company,,
"Jackpot Solar North, LLC",42.206000,-114.646000,Idaho Power Company,,
"Jackpot Solar South, LLC",42.206000,-114.646000,Idaho Power Company,,
"Jackpot Solar East, LLC",42.206000,-114.646000,Idaho Power Company,,
"Jackpot Solar West, LLC",42.206000,-114.646000,Idaho Power Company,,
Willow Springs Wind Farm,33.345366,-99.624257,"Electric Reliability Council of Texas, Inc.",,
Dermott Wind,32.863769,-100.975128,"Electric Reliability Council of Texas, Inc.",,
Salem Harbor Station NGCC,42.525486,-70.878239,ISO New England Inc.,,
Time Warner Cable - Knowles,42.337435,-77.375323,New York Independent System Operator,,
"Oliver Wind III, LLC",46.957100,-101.168100,"Midcontinent Independent Transmission System Operator, Inc..",,
Mt. Tom Solar Project,42.268600,-72.603000,ISO New England Inc.,,
Big Blue River Wind Farm,40.006433,-85.400611,"PJM Interconnection, LLC",,
Northampton Landfill Solar PV,42.293717,-72.714011,ISO New England Inc.,,
Hartford Landfill Solar EGF,41.791500,-72.650900,ISO New England Inc.,,
NET Power La Porte Station,29.646791,-95.054145,"Electric Reliability Council of Texas, Inc.",Air Liquide Large Industries,Air Liquide Large Industries
Green Energy Machine,41.373000,-94.754000,"Midcontinent Independent Transmission System Operator, Inc..",,
Cold River Road Solar,43.585700,-72.952000,ISO New England Inc.,,
Ohio Northern University Solar Site,40.759622,-83.839100,"PJM Interconnection, LLC",,
Westmont 300B,33.766067,-118.284733,Los Angeles Department of Water and Power,,
Correctional Solar LLC,37.471464,-76.856859,"PJM Interconnection, LLC",,
Sappony Solar LLC,36.940529,-77.417760,"PJM Interconnection, LLC",,
Buckingham Solar LLC,37.502944,-78.379237,"PJM Interconnection, LLC",,
Verwey-Hanford Dairy Digester #1,36.185190,-119.681495,California Independent System Operator,,
Shakopee Met Council WTP,44.796611,-93.436971,"Midcontinent Independent Transmission System Operator, Inc..",,
Viper Solar,34.934886,-78.962159,Duke Energy Progress East,,
Scarlet Solar,35.287803,-77.795061,Duke Energy Progress East,,
Ruskin Solar,35.274000,-78.022000,Duke Energy Progress East,,
Clyde Solar Array,41.319351,-82.984331,"PJM Interconnection, LLC",,
Ozarks Natural Energy Community Solar,36.164296,-94.082269,Southwest Power Pool,,
Montgomery County,30.440830,-95.527500,"Midcontinent Independent Transmission System Operator, Inc..",Lake Conroe,Lake Conroe
St. Charles Power Station (LA),30.010000,-90.460833,"Midcontinent Independent Transmission System Operator, Inc..",Mississippi River,Mississippi River
Lake Charles Power,30.272631,-93.299056,"Midcontinent Independent Transmission System Operator, Inc..",Sabine River,Sabine River
New Orleans Power,30.008100,-89.937200,"Midcontinent Independent Transmission System Operator, Inc..",Wells,Wells
"Red Oak Solar Farm, LLC",35.993015,-77.933518,Duke Energy Carolinas,,
Dublin Solar I,32.581000,-82.926000,"Southern Company Services, Inc. - Trans",,
CCC Hastings Wind Turbine,40.570000,-98.334000,Southwest Power Pool,,
Creston Ridge Wind Farm,41.678000,-97.386000,Southwest Power Pool,,
Hopewell Cogeneration NJ,40.348275,-74.771501,"PJM Interconnection, LLC",,
Goodhue Solar,44.278900,-92.938000,"Midcontinent Independent Transmission System Operator, Inc..",,
GRE Marshan Solar,44.692200,-92.816900,"Midcontinent Independent Transmission System Operator, Inc..",,
New Auburn DPC Solar,45.210000,-91.435300,"Midcontinent Independent Transmission System Operator, Inc..",,
Antlia Community Solar,43.906524,-96.138235,"Midcontinent Independent Transmission System Operator, Inc..",,
Aries Community Solar,44.044924,-92.988569,"Midcontinent Independent Transmission System Operator, Inc..",,
Centaurus Community Solar,44.949053,-95.511257,"Midcontinent Independent Transmission System Operator, Inc..",,
Gemini Community Solar,45.300294,-92.804361,"Midcontinent Independent Transmission System Operator, Inc..",,
Mapleton Community Solar,43.928851,-93.956064,"Midcontinent Independent Transmission System Operator, Inc..",,
Morgan Community Solar,44.413186,-94.907619,"Midcontinent Independent Transmission System Operator, Inc..",,
Spica Community Solar,44.936146,-94.854097,"Midcontinent Independent Transmission System Operator, Inc..",,
Vega Community Solar,45.382813,-95.203741,"Midcontinent Independent Transmission System Operator, Inc..",,
"Spartan PV 1, LLC",42.715100,-84.482400,"Midcontinent Independent Transmission System Operator, Inc..",,
Santa Paula Energy Storage,34.346825,-119.055014,California Independent System Operator,,
Jacumba Solar Farm,32.621200,-116.128960,California Independent System Operator,,
Washington Solar,36.272037,-79.792474,Duke Energy Carolinas,,
Adams Solar,36.273004,-79.792474,Duke Energy Carolinas,,
West Dubuque Solar,42.491754,-90.792250,"Midcontinent Independent Transmission System Operator, Inc..",,
Owens Valley Solar Project 11,36.275144,-118.012151,Los Angeles Department of Water and Power,,
VEC Magee Hill Solar,44.368200,-73.060800,ISO New England Inc.,,
Strawberry Point DPC Solar,42.678600,-91.545200,"Midcontinent Independent Transmission System Operator, Inc..",,
Westar Cities Solar,38.019400,-97.975300,Southwest Power Pool,,
Sand Lake DPC Solar,45.445500,-92.549000,"Midcontinent Independent Transmission System Operator, Inc..",,
Nesvold Watertown Solar,44.937098,-93.828672,"Midcontinent Independent Transmission System Operator, Inc..",,
Chocksett Rd Energy Storage Project,42.451836,-71.737747,ISO New England Inc.,,
Hyperion Treatment Plant CHP Plant,33.925400,-118.429800,Los Angeles Department of Water and Power,Wastewater Effluent,Wastewater Effluent
Violet Solar,35.401091,-80.418500,Duke Energy Carolinas,,
Red Maple Solar,44.319400,-93.899000,"Midcontinent Independent Transmission System Operator, Inc..",,
Eisenhower Solar,36.081841,-78.065691,Duke Energy Carolinas,,
Apache Solar 1,32.068141,-109.890379,Western Area Power Administration - Desert Southwest Region,,
"Cotten Farm, LLC",35.528489,-79.198481,Duke Energy Progress East,,
Lind Solar CSG,44.802355,-93.908719,"Midcontinent Independent Transmission System Operator, Inc..",,
Onyx - Lamphear Road CSG,43.184130,-75.476724,New York Independent System Operator,NA,NA
Scott-II Solar LLC,37.526244,-77.944637,"PJM Interconnection, LLC",,
Tyler Solar,36.285223,-78.609611,Duke Energy Carolinas,,
Michael Solar,45.667472,-94.708334,"Midcontinent Independent Transmission System Operator, Inc..",,
San Jacinto Solar,33.834600,-117.130900,California Independent System Operator,,
Lake Perris Solar,33.836100,-117.129700,California Independent System Operator,,
Glendale Battery Energy Storage System,34.162327,-118.283684,Los Angeles Department of Water and Power,,
Whitney Point Solar,36.376889,-120.138472,California Independent System Operator,,
"OSLH, LLC",44.061000,-121.228000,PacifiCorp - West,NA,NA
Dakota Solar,44.823500,-93.035200,,,
CSUF State College,33.879120,-117.888700,California Independent System Operator,,
CSUF Nutwood Solar,33.879120,-117.888700,California Independent System Operator,,
ZV Solar 1,34.800000,-79.200000,Duke Energy Progress East,,
NextEra Westside PV,36.381775,-120.134486,California Independent System Operator,,
Atkinson Farm Solar,34.896953,-77.795169,Duke Energy Progress East,,
Buckthorn Wind Project,32.371306,-98.377389,"Electric Reliability Council of Texas, Inc.",,
Lindberg Field Solar 2,32.729444,-117.205083,California Independent System Operator,,
Elizabethtown Solar,40.152693,-76.581401,"PJM Interconnection, LLC",,
AIS Solar Project,42.501949,-71.737786,ISO New England Inc.,NA,NA
Santa Rita Wind Energy,31.181377,-101.318787,"Electric Reliability Council of Texas, Inc.",,
Loma Rica Hydroelectric Powerhouse,39.223028,-120.991080,California Independent System Operator,Cascade Canal,Cascade Canal
SolaireHolman Solar Project,30.455120,-103.474700,"Electric Reliability Council of Texas, Inc.",,
"Florence Solar W3-080, LLC",40.095611,-74.787611,"PJM Interconnection, LLC",,
Sterling I Wind Farm,33.359600,-103.250580,Southwest Power Pool,,
Northern Cardinal Solar,36.433289,-77.719745,"PJM Interconnection, LLC",,
"Darlington Solar, LLC",34.320000,-79.917000,Duke Energy Progress East,,
French's Landfill PV,40.109677,-74.130198,"PJM Interconnection, LLC",,
Ramona Solar Energy,33.018486,-116.860713,California Independent System Operator,,
Iron Horse Battery Storage,32.098492,-110.819119,Tucson Electric Power Company,,
Everett PV1,35.821137,-77.309570,"PJM Interconnection, LLC",,
Underwood PV2,36.419353,-77.049537,"PJM Interconnection, LLC",,
Reading Wind Project,38.475000,-95.965500,Southwest Power Pool,,
King Mill,33.485245,-81.991203,"Southern Company Services, Inc. - Trans",Augusta Canal,Augusta Canal
Cactus Flats Wind Energy Project,31.112474,-100.028142,"Electric Reliability Council of Texas, Inc.",,
"WED Portsmouth One, LLC",41.612027,-71.249262,ISO New England Inc.,NA,NA
Musgrave East Solar Farm,42.731496,-76.663665,New York Independent System Operator,,
Whirlpool Corporation - Ottawa Wind Farm,41.002764,-84.033742,"PJM Interconnection, LLC",,
Whirlpool Corporation - Marion Wind Farm,40.591154,-83.178491,"PJM Interconnection, LLC",,
SCDA Solar 1,38.690186,-121.586514,California Independent System Operator,,
Redbrook Community Solar 1,41.829117,-70.614839,ISO New England Inc.,,
Brook Street Solar 1 CSG,41.955897,-70.786125,ISO New England Inc.,,
Spring Street Solar 1 CSG,41.942522,-70.766403,ISO New England Inc.,,
Bullock Road Solar 1,41.728936,-70.990453,ISO New England Inc.,,
Chestnut Solar,36.180000,-77.712000,"PJM Interconnection, LLC",,
Mill Seat Renewable Energy Facility,43.063706,-77.932902,New York Independent System Operator,,
Marin Clean Energy Solar One,37.945296,-122.377202,California Independent System Operator,NA,NA
Musgrave West Solar Farm,42.731496,-76.663665,New York Independent System Operator,,
Stafford St Solar 1 CSG,42.224044,-71.870650,ISO New England Inc.,,
Stafford St 2 Community Solar,42.224044,-71.870650,ISO New England Inc.,,
Stafford St Solar 3 CSG,42.224044,-71.870650,ISO New England Inc.,,
"Siler 421 Farm, LLC",35.747372,-79.449675,Duke Energy Progress East,,
Indian River Solar Center,27.573256,-80.578178,Florida Power & Light Company,,
Horizon Solar Energy Center,29.665556,-82.058333,Florida Power & Light Company,,
Coral Farms Solar Energy Center,29.756944,-81.897222,Florida Power & Light Company,,
Hollyfield,37.672005,-77.170439,"PJM Interconnection, LLC",,
Hammock Solar,26.692646,-81.324953,Florida Power & Light Company,,
Montefiore - Westchester Square,40.840648,-73.848367,New York Independent System Operator,,
New York Presbyterian Hospital-168th St,40.840854,-73.941391,New York Independent System Operator,,
Pacific Ethanol Stockton Cogen Plant,37.941800,-121.338300,California Independent System Operator,Cal Water,Cal Water
Hickory Run Energy Station,40.994444,-80.430000,"PJM Interconnection, LLC",,
Blue Cypress Solar Energy Center,27.609456,-80.537189,Florida Power & Light Company,,
Harford Solar Farm,42.448000,-76.245000,New York Independent System Operator,,
Floyd Road Solar Farm,36.505920,-77.677474,"PJM Interconnection, LLC",,
Monument Road,40.234100,-97.520300,Southwest Power Pool,,
Birdsboro Power,40.268522,-75.799669,"PJM Interconnection, LLC",Reading Area Water Authority,Reading Area Water Authority
Apple Hill Solar,42.907700,-73.204100,ISO New England Inc.,,
Weybridge 1 Solar,44.074000,-73.229300,ISO New England Inc.,,
Deerfield Wind LLC,42.877215,-72.993721,ISO New England Inc.,,
Twin Buttes II Wind,37.773000,-102.546000,Western Area Power Administration - Rocky Mountain Region,,
"Roaring Brook, LLC",43.709597,-75.616219,New York Independent System Operator,,
Canandaigua Westbrook Solar Array,42.869086,-77.284460,New York Independent System Operator,,
Canandaigua Solar Array,42.868870,-77.284561,New York Independent System Operator,,
La Joya NM,34.810000,-105.740000,Public Service Company of New Mexico,,
Lund Hill,45.888000,-120.355000,Bonneville Power Administration,,
Tatanka Ridge,44.592000,-96.576000,"Midcontinent Independent Transmission System Operator, Inc..",,
Coyote Ridge,44.450000,-96.550000,Western Area Power Administration - Rocky Mountain Region,,
Solar Star Oregon II,44.184300,-120.918000,Bonneville Power Administration,,
"Morada del Sol, LLC",31.146483,-102.268447,"Electric Reliability Council of Texas, Inc.",Wells,Wells
Wildflower Solar Energy Center,27.316187,-81.783899,Florida Power & Light Company,,
Barefoot Bay Solar Energy Center,27.865833,-80.521111,Florida Power & Light Company,,
Loggerhead Solar Energy Center,27.237778,-80.541389,Florida Power & Light Company,,
Greenfield Solar Park,39.793847,-85.816507,"PJM Interconnection, LLC",,
IMPA Anderson Solar Park 2,40.138307,-85.690907,"PJM Interconnection, LLC",,
DG AMP Solar Front Royal,38.929000,-78.180000,"PJM Interconnection, LLC",,
Seward Wind Farm,40.895000,-97.195100,Southwest Power Pool,NA,NA
West Liberty Wind Farm,41.624000,-91.261000,"Midcontinent Independent Transmission System Operator, Inc..",NA,NA
Kramer Solar CSG,44.746994,-94.705735,"Midcontinent Independent Transmission System Operator, Inc..",NA,NA
Novel OYA of Osakis,45.850000,-95.150000,"Midcontinent Independent Transmission System Operator, Inc..",NA,NA
Novel - OYA of Mapleton,43.930000,-93.960000,"Midcontinent Independent Transmission System Operator, Inc..",NA,NA
Fresno Dam Site Water Power Project,48.601000,-109.943000,Western Area Power Administration - Rocky Mountain Region,Fresno Reservoir,Fresno Reservoir
Foundation CDCR LAC,34.691000,-118.221000,California Independent System Operator,,
Foundation Scheid Vineyards,36.274508,-121.191589,California Independent System Operator,,
AES LAWAI SOLAR,21.908230,-159.491974,,,
"BWC Wading River One, Two, Three CSG",42.085278,-71.526667,ISO New England Inc.,,
Saratoga Wind Farm,43.448855,-92.280725,"Midcontinent Independent Transmission System Operator, Inc..",,
Washburn Wind Farm,42.356203,-92.387794,"Midcontinent Independent Transmission System Operator, Inc..",NA,NA
Lemond Solar,44.080995,-93.285927,"Midcontinent Independent Transmission System Operator, Inc..",,
Pemberton Road I,39.981764,-74.697369,"PJM Interconnection, LLC",,
Pemberton Road II,39.979936,-74.701917,"PJM Interconnection, LLC",,
UAMPS Carbon Free Power Plant,43.519585,-112.046184,PacifiCorp - East,UNK,UNK
City of Shelby Electric Distribution,40.896088,-82.665640,"PJM Interconnection, LLC",NA,NA
Orient Wind Farm,41.202447,-94.417197,"Midcontinent Independent Transmission System Operator, Inc..",NA,NA
Plum Creek Wind,43.169003,-94.061614,"Midcontinent Independent Transmission System Operator, Inc..",,
Beaver Creek Wind,42.106964,-94.164636,"Midcontinent Independent Transmission System Operator, Inc..",,
Sub 12,30.459813,-84.260028,City of Tallahassee,NA,NA
Luning Energy,38.546947,-118.191560,Nevada Power Company,,
Stone Solar,34.583119,-79.031836,Duke Energy Progress East,,
Tripple State Farm,35.734972,-80.774867,Duke Energy Carolinas,,
Wadesboro Farm 1,34.991150,-80.097320,Duke Energy Progress East,,
Delco Farm,34.318997,-78.209050,Duke Energy Progress East,,
Fisher Solar Farm - NC,35.241250,-80.034650,Duke Energy Carolinas,,
Kinston Davis Farm,35.218400,-77.642590,Duke Energy Progress East,,
Laurinburg Farm,34.764403,-79.442969,Duke Energy Carolinas,,
Independence Solar Farm,39.117142,-94.288161,Southwest Power Pool,,
Mills Anson Farm,34.968056,-79.935844,Duke Energy Progress East,,
Old Wire Farm,34.817836,-79.513928,Duke Energy Progress East,,
Railroad Farm 2,34.807903,-78.950494,Duke Energy Progress East,,
Sampson Solar,34.961039,-78.470536,Duke Energy Progress East,,
Syncarpha Freetown,41.768919,-70.786494,ISO New England Inc.,NA,NA
Battle Mountain Solar Project,40.718433,-117.061430,Nevada Power Company,NA,NA
Kihei Solar Farm,20.793700,-156.433900,Hawaiian Electric Co Inc,,
"Burke Wind, LLC",48.754492,-102.637766,Southwest Power Pool,NA,NA
Ku'ia Solar,20.886013,-156.657889,Hawaiian Electric Co Inc,,
Hamilton College,43.051067,-75.409560,New York Independent System Operator,,
Pima Community College - East Campus,32.146142,-110.990639,Tucson Electric Power Company,,
Pine River Wind Park,43.524324,-84.696781,"Midcontinent Independent Transmission System Operator, Inc..",,
Vanadium Redox Flow Battery Plant,32.682506,-116.988781,California Independent System Operator,,
Martinsdale Wind Farm,46.504479,-110.219870,NorthWestern Energy (NWMT),,
Poplar Camp Wind Farm,36.836583,-80.875222,"PJM Interconnection, LLC",,
Manteca Land PV,37.840130,-121.216191,California Independent System Operator,,
Delano Land 1,35.761217,-119.344408,California Independent System Operator,,
Bakersfield PV 1,35.324982,-118.981522,California Independent System Operator,,
Bakersfield Industrial PV 1,35.330032,-118.993119,California Independent System Operator,,
Quichapa 1,37.658223,-113.216679,PacifiCorp - East,,
Quichapa 2,37.666772,-113.188953,PacifiCorp - East,,
Quichapa 3,37.649816,-113.236928,PacifiCorp - East,,
Elizabeth Mines Solar 1,43.823611,-72.331110,ISO New England Inc.,,
Nebraska Valley Solar Farm,44.462340,-72.770856,ISO New England Inc.,,
Bedford Solar,37.335046,-79.480995,"PJM Interconnection, LLC",,
Gamble Solar,35.348375,-81.817362,Duke Energy Carolinas,,
Salisbury Solar,35.632585,-80.422626,Duke Energy Carolinas,,
Wadesboro Solar,34.973863,-80.028987,Duke Energy Progress East,,
Bear Poplar Solar,35.670497,-80.684681,Duke Energy Carolinas,,
Tolson Solar,35.829572,-77.615869,"PJM Interconnection, LLC",,
Phelps 158 Solar Farm,36.442636,-77.161514,"PJM Interconnection, LLC",,
Lebanon Solar Farm (MO),37.667831,-92.670628,Southwest Power Pool,,
Armstrong Solar,45.642252,-95.356350,"Midcontinent Independent Transmission System Operator, Inc..",,
Marmas Solar CSG,45.556056,-94.117112,"Midcontinent Independent Transmission System Operator, Inc..",,
"CF Novel Solar CSG Gardens Two, LLC",43.845905,-93.836750,"Midcontinent Independent Transmission System Operator, Inc..",,
"CF Novel Solar CSG Gardens Eleven, LLC",44.240000,-93.960000,"Midcontinent Independent Transmission System Operator, Inc..",,
WasecaSun,44.051448,-93.386458,"Midcontinent Independent Transmission System Operator, Inc..",,
Astoria Station,44.560116,-96.559397,"Midcontinent Independent Transmission System Operator, Inc..",,
Brown County LFGTE Power Station,38.895000,-83.903000,"PJM Interconnection, LLC",,
Intel Folsom Phase 3,38.645961,-121.162623,California Independent System Operator,,
AT&T Holger,37.417638,-121.944530,California Independent System Operator,,
AT&T Anaheim,33.836439,-117.916893,California Independent System Operator,,
Big Timber Wind Farm,45.855428,-109.649167,NorthWestern Energy (NWMT),,
St. Pauls Solar 2,34.769100,-78.981000,Duke Energy Carolinas,,
Boaz Farm Solar,35.467770,-79.134440,Duke Energy Carolinas,,
Bizzell Church Solar 2,35.544405,-78.177204,Duke Energy Carolinas,,
Milligan III Wind Farm,40.500672,-97.198089,Southwest Power Pool,,
MILL SOLAR 1,35.575000,-80.821000,Duke Energy Carolinas,,
Broadlands Wind Farm,39.831880,-88.072302,"Midcontinent Independent Transmission System Operator, Inc..",,
RB Manufacturing LLC Belle Mead NJ,40.483601,-74.650123,"PJM Interconnection, LLC",,
Onset East Community Solar Facility,41.757027,-70.653675,ISO New England Inc.,,
Onset West Community Solar Facility,41.757027,-70.653675,ISO New England Inc.,,
