name,latitude,longitude
Lake Forest Hospital,42.25416,-87.864282
South Atlantic Services Solar Farm I,34.290189,-77.975668
"Iron Horse Solar 4, LLC",42.580047,-71.260325
Catawba Solar LLC,35.61,-80.53
BHE Pueblo 2 Community Solar Array,38.284425,-104.523951
ACCC Mays Landing,39.460566,-74.68093
Deutsche Bank- Piscataway Solar,40.545755,-74.4964
"Gemini Technologies Services, Inc. Solar",40.848445,-74.467582
Beaver Run,41.152955,-74.638077
North Bergen Solar,40.818,-74.017
Salt Springs Wind Farm,37.957231,-99.755513
US Foods Solar,40.534414,-74.275153
"Summit Water Nexus Mt. Holly, LLC Solar",39.987281,-74.801807
Sabert Solar,40.475477,-74.320933
AES ADA Energy Storage Array,40.12183,-75.41725
Cloverdale Solar Center,38.769581,-123.020724
7-Mile Ridge Wind Project,63.210689,-143.247156
Hampshire College,42.37686,-72.46914
Town of Lexington Solar,42.469135,-71.25546
Sullivan County - Adult Care Solar,41.7966,-74.708077
Oswego County - Fulton Solar,43.342437,-76.34325
Jefferson-Lewis BOCES Solar,43.970958,-75.969805
Montgomery County Correctional Facility,39.237945,-77.293217
Weber State University - Davis Campus PV,41.098957,-111.982167
Intel - Ocotillo Campus Solar,33.243261,-111.892354
South Sioux City Solar,42.45847,-96.439688
Valley Sanitary District WTP Solar,33.708661,-116.198885
Colgreen North Shore Solar Farm,33.540124,-115.974771
Neenach Solar Center,34.812791,-118.60117
"Sun Streams, LLC",33.34884,-112.8348
"Osceola Solar, LLC",36.189,-79.532
"Eastway Solar, LLC",34.620938,-78.591689
Webster Holdco Solar CSG,44.529703,-93.410622
Orbit Energy RI,41.8054,-71.514166
Farmington Holdco Solar,44.623117,-93.134002
Dodge Holdco Solar CSG,44.022374,-92.756972
Hwy 14 Holdco Solar CSG,44.021848,-92.592192
Pine Island Solar CSG,44.220122,-92.654324
Big Lake Holdco Solar CSG,45.334575,-93.775577
Forest Lake Solar CSG,45.253488,-92.89397
Wabasha Holdco Solar CSG,44.36714,-92.01928
"Goya Foods, Inc- Jersey City Solar",40.760069,-74.065394
"Goya Foods, Inc- Secaucus Solar",40.77312,-74.077397
Prudential 55 Livingston Roseland Solar,40.814586,-74.297098
Prudential 80 Livingston Roseland Solar,40.815363,-74.304989
River Terminal Development Solar,40.7278,-74.1142
Genentech Vacaville Meter #1,38.390756,-121.94777
US GSA - Sacramento,38.601354,-121.397929
Garrett County - DPU Treatment Plant,39.505187,-79.392991
Temple Solar Arrays,40.423484,-75.925225
Emmitsburg Solar Arrays,39.69373,-77.314427
"Thigpen Farms Solar, LLC",34.709198,-79.351904
Curtis Hill Solar CSG,42.175,-71.986
Depot Hill Solar CSG,42.153,-71.988
SR Houston,33.926666,-88.997563
Bird Machine Solar Farm,42.109564,-71.266743
Iron Horse Solar I CSG,42.582855,-71.246389
Astra Wind Farm,34.769544,-102.052422
NES Rutgers Solar,40.070879,-74.161153
126 Grove Solar LLC,42.076119,-71.422707
"Williams Solar, LLC",33.268906,-100.626917
VEC Alburgh Array,44.96234,-73.274146
Dept of General Services -FTB,38.565,-121.343
Cooperative Solar One,38.027241,-84.254726
"Kokomo Solar 1, LLC",40.473,-86.146
Equity Industrial Turbines,42.625649,-70.656489
"Bashaw Solar CSG 1, LLC",42.789327,-70.880032
Kearsarge Southwick LLC,42.01627,-72.775239
Timothy Lake Powerhouse,45.370546,-121.756527
"Solar Star California, XLIV, LLC",34.511889,-117.922819
Homestead Wind LLC,39.905383,-89.998997
Prairie Wind Farm,41.4369,-92.703817
GMP Solar - Hartford,43.632074,-72.418566
GMP Solar - Williston,44.465485,-73.103241
Eastern Iowa Solar,41.596959,-91.036295
GMP Solar - Williamstown,44.136051,-72.510509
Sutton Solar CSG,42.102447,-71.697711
Nexamp Peak CSG,42.562091,-73.287065
Stafford MS Ground Mount Community Solar,41.964,-72.309
Bernhardt Furniture Solar Farm,35.84995,-81.540861
Carl Friedrich Gauss Solar,36.345842,-77.633477
"Deerfield Wind Energy, LLC",43.941851,-82.898675
Halifax Solar LLC,36.345,-77.63
"Boulder Solar II, LLC",35.85,-114.944
Pavant Solar III,39.154474,-112.359849
Sauk DPC Solar,43.59591,-90.3226
Lafayette DPC Solar,44.88782,-91.3524
Conrath DPC Solar,45.36614,-91.0482
Warren DPC Solar,44.95963,-92.5182
Liberty Pole DPC Solar,43.49412,-90.9071
Downsville DPC Solar,44.81423,-91.8841
Mt. Hope DPC Solar,42.97498,-90.8318
Medford DPC Solar,45.16305,-90.3729
Whistling Winds DPC Solar,43.9721,-90.0719
"Carter Solar One, LLC",42.206,-114.646
"Jackpot Solar North, LLC",42.206,-114.646
"Jackpot Solar South, LLC",42.206,-114.646
"Jackpot Solar East, LLC",42.206,-114.646
"Jackpot Solar West, LLC",42.206,-114.646
Willow Springs Wind Farm,33.345366,-99.624257
Dermott Wind,32.863769,-100.975128
Salem Harbor Station NGCC,42.525486,-70.878239
Time Warner Cable - Knowles,42.337435,-77.375323
"Oliver Wind III, LLC",46.9571,-101.1681
Mt. Tom Solar Project,42.2686,-72.603
Big Blue River Wind Farm,40.006433,-85.400611
Northampton Landfill Solar PV,42.293717,-72.714011
Hartford Landfill Solar EGF,41.7915,-72.6509
NET Power La Porte Station,29.646791,-95.054145
Green Energy Machine,41.373,-94.754
Cold River Road Solar,43.5857,-72.952
Ohio Northern University Solar Site,40.759622,-83.8391
Westmont 300B,33.766067,-118.284733
Correctional Solar LLC,37.471464,-76.856859
Sappony Solar LLC,36.940529,-77.41776
Buckingham Solar LLC,37.502944,-78.379237
Verwey-Hanford Dairy Digester #1,36.18519,-119.681495
Shakopee Met Council WTP,44.796611,-93.436971
Viper Solar,34.934886,-78.962159
Scarlet Solar,35.287803,-77.795061
Ruskin Solar,35.274,-78.022
Clyde Solar Array,41.319351,-82.984331
Ozarks Natural Energy Community Solar,36.164296,-94.082269
Montgomery County,30.44083,-95.5275
St. Charles Power Station (LA),30.01,-90.460833
Lake Charles Power,30.272631,-93.299056
New Orleans Power,30.0081,-89.9372
"Red Oak Solar Farm, LLC",35.993015,-77.933518
Dublin Solar I,32.581,-82.926
CCC Hastings Wind Turbine,40.57,-98.334
Creston Ridge Wind Farm,41.678,-97.386
Hopewell Cogeneration NJ,40.348275,-74.771501
Goodhue Solar,44.2789,-92.938
GRE Marshan Solar,44.6922,-92.8169
New Auburn DPC Solar,45.21,-91.4353
Antlia Community Solar,43.906524,-96.138235
Aries Community Solar,44.044924,-92.988569
Centaurus Community Solar,44.949053,-95.511257
Gemini Community Solar,45.300294,-92.804361
Mapleton Community Solar,43.928851,-93.956064
Morgan Community Solar,44.413186,-94.907619
Spica Community Solar,44.936146,-94.854097
Vega Community Solar,45.382813,-95.203741
"Spartan PV 1, LLC",42.7151,-84.4824
Santa Paula Energy Storage,34.346825,-119.055014
Jacumba Solar Farm,32.6212,-116.12896
Washington Solar,36.272037,-79.792474
Adams Solar,36.273004,-79.792474
West Dubuque Solar,42.491754,-90.79225
Owens Valley Solar Project 11,36.275144,-118.012151
VEC Magee Hill Solar,44.3682,-73.0608
Strawberry Point DPC Solar,42.6786,-91.5452
Westar Cities Solar,38.0194,-97.9753
Sand Lake DPC Solar,45.4455,-92.549
Nesvold Watertown Solar,44.937098,-93.828672
Chocksett Rd Energy Storage Project,42.451836,-71.737747
Hyperion Treatment Plant CHP Plant,33.9254,-118.4298
Violet Solar,35.401091,-80.4185
Red Maple Solar,44.3194,-93.899
Eisenhower Solar,36.081841,-78.065691
Apache Solar 1,32.068141,-109.890379
"Cotten Farm, LLC",35.528489,-79.198481
Lind Solar CSG,44.802355,-93.908719
Onyx - Lamphear Road CSG,43.18413,-75.476724
Scott-II Solar LLC,37.526244,-77.944637
Tyler Solar,36.285223,-78.609611
Michael Solar,45.667472,-94.708334
San Jacinto Solar,33.8346,-117.1309
Lake Perris Solar,33.8361,-117.1297
Glendale Battery Energy Storage System,34.162327,-118.283684
Whitney Point Solar,36.376889,-120.138472
"OSLH, LLC",44.061,-121.228
Dakota Solar,44.8235,-93.0352
CSUF State College,33.87912,-117.8887
CSUF Nutwood Solar,33.87912,-117.8887
ZV Solar 1,34.8,-79.2
NextEra Westside PV,36.381775,-120.134486
Atkinson Farm Solar,34.896953,-77.795169
Buckthorn Wind Project,32.371306,-98.377389
Lindberg Field Solar 2,32.729444,-117.205083
Elizabethtown Solar,40.152693,-76.581401
AIS Solar Project,42.501949,-71.737786
Santa Rita Wind Energy,31.181377,-101.318787
Loma Rica Hydroelectric Powerhouse,39.223028,-120.99108
SolaireHolman Solar Project,30.45512,-103.4747
"Florence Solar W3-080, LLC",40.095611,-74.787611
Sterling I Wind Farm,33.3596,-103.25058
Northern Cardinal Solar,36.433289,-77.719745
"Darlington Solar, LLC",34.32,-79.917
French's Landfill PV,40.109677,-74.130198
Ramona Solar Energy,33.018486,-116.860713
Iron Horse Battery Storage,32.098492,-110.819119
Everett PV1,35.821137,-77.30957
Underwood PV2,36.419353,-77.049537
Reading Wind Project,38.475,-95.9655
King Mill,33.485245,-81.991203
Cactus Flats Wind Energy Project,31.112474,-100.028142
"WED Portsmouth One, LLC",41.612027,-71.249262
Musgrave East Solar Farm,42.731496,-76.663665
Whirlpool Corporation - Ottawa Wind Farm,41.002764,-84.033742
Whirlpool Corporation - Marion Wind Farm,40.591154,-83.178491
SCDA Solar 1,38.690186,-121.586514
Redbrook Community Solar 1,41.829117,-70.614839
Brook Street Solar 1 CSG,41.955897,-70.786125
Spring Street Solar 1 CSG,41.942522,-70.766403
Bullock Road Solar 1,41.728936,-70.990453
Chestnut Solar,36.18,-77.712
Mill Seat Renewable Energy Facility,43.063706,-77.932902
Marin Clean Energy Solar One,37.945296,-122.377202
Musgrave West Solar Farm,42.731496,-76.663665
Stafford St Solar 1 CSG,42.224044,-71.87065
Stafford St 2 Community Solar,42.224044,-71.87065
Stafford St Solar 3 CSG,42.224044,-71.87065
"Siler 421 Farm, LLC",35.747372,-79.449675
Indian River Solar Center,27.573256,-80.578178
Horizon Solar Energy Center,29.665556,-82.058333
Coral Farms Solar Energy Center,29.756944,-81.897222
Hollyfield,37.672005,-77.170439
Hammock Solar,26.692646,-81.324953
Montefiore - Westchester Square,40.840648,-73.848367
New York Presbyterian Hospital-168th St,40.840854,-73.941391
Pacific Ethanol Stockton Cogen Plant,37.9418,-121.3383
Hickory Run Energy Station,40.994444,-80.43
Blue Cypress Solar Energy Center,27.609456,-80.537189
Harford Solar Farm,42.448,-76.245
Floyd Road Solar Farm,36.50592,-77.677474
Monument Road,40.2341,-97.5203
Birdsboro Power,40.268522,-75.799669
Apple Hill Solar,42.9077,-73.2041
Weybridge 1 Solar,44.074,-73.2293
Deerfield Wind LLC,42.877215,-72.993721
Twin Buttes II Wind,37.773,-102.546
"Roaring Brook, LLC",43.709597,-75.616219
Canandaigua Westbrook Solar Array,42.869086,-77.28446
Canandaigua Solar Array,42.86887,-77.284561
La Joya NM,34.81,-105.74
Lund Hill,45.888,-120.355
Tatanka Ridge,44.592,-96.576
Coyote Ridge,44.45,-96.55
Solar Star Oregon II,44.1843,-120.918
"Morada del Sol, LLC",31.146483,-102.268447
Wildflower Solar Energy Center,27.316187,-81.783899
Barefoot Bay Solar Energy Center,27.865833,-80.521111
Loggerhead Solar Energy Center,27.237778,-80.541389
Greenfield Solar Park,39.793847,-85.816507
IMPA Anderson Solar Park 2,40.138307,-85.690907
DG AMP Solar Front Royal,38.929,-78.18
Seward Wind Farm,40.895,-97.1951
West Liberty Wind Farm,41.624,-91.261
Kramer Solar CSG,44.746994,-94.705735
Novel OYA of Osakis,45.85,-95.15
Novel - OYA of Mapleton,43.93,-93.96
Fresno Dam Site Water Power Project,48.601,-109.943
Foundation CDCR LAC,34.691,-118.221
Foundation Scheid Vineyards,36.274508,-121.191589
AES LAWAI SOLAR,21.90823,-159.491974
"BWC Wading River One, Two, Three CSG",42.085278,-71.526667
Saratoga Wind Farm,43.448855,-92.280725
Washburn Wind Farm,42.356203,-92.387794
Lemond Solar,44.080995,-93.285927
Pemberton Road I,39.981764,-74.697369
Pemberton Road II,39.979936,-74.701917
UAMPS Carbon Free Power Plant,43.519585,-112.046184
City of Shelby Electric Distribution,40.896088,-82.66564
Orient Wind Farm,41.202447,-94.417197
Plum Creek Wind,43.169003,-94.061614
Beaver Creek Wind,42.106964,-94.164636
Sub 12,30.459813,-84.260028
Luning Energy,38.546947,-118.19156
Stone Solar,34.583119,-79.031836
Tripple State Farm,35.734972,-80.774867
Wadesboro Farm 1,34.99115,-80.09732
Delco Farm,34.318997,-78.20905
Fisher Solar Farm - NC,35.24125,-80.03465
Kinston Davis Farm,35.2184,-77.64259
Laurinburg Farm,34.764403,-79.442969
Independence Solar Farm,39.117142,-94.288161
Mills Anson Farm,34.968056,-79.935844
Old Wire Farm,34.817836,-79.513928
Railroad Farm 2,34.807903,-78.950494
Sampson Solar,34.961039,-78.470536
Syncarpha Freetown,41.768919,-70.786494
Battle Mountain Solar Project,40.718433,-117.06143
Kihei Solar Farm,20.7937,-156.4339
"Burke Wind, LLC",48.754492,-102.637766
Ku'ia Solar,20.886013,-156.657889
Hamilton College,43.051067,-75.40956
Pima Community College - East Campus,32.146142,-110.990639
Pine River Wind Park,43.524324,-84.696781
Vanadium Redox Flow Battery Plant,32.682506,-116.988781
Martinsdale Wind Farm,46.504479,-110.21987
Poplar Camp Wind Farm,36.836583,-80.875222
Manteca Land PV,37.84013,-121.216191
Delano Land 1,35.761217,-119.344408
Bakersfield PV 1,35.324982,-118.981522
Bakersfield Industrial PV 1,35.330032,-118.993119
Quichapa 1,37.658223,-113.216679
Quichapa 2,37.666772,-113.188953
Quichapa 3,37.649816,-113.236928
Elizabeth Mines Solar 1,43.823611,-72.33111
Nebraska Valley Solar Farm,44.46234,-72.770856
Bedford Solar,37.335046,-79.480995
Gamble Solar,35.348375,-81.817362
Salisbury Solar,35.632585,-80.422626
Wadesboro Solar,34.973863,-80.028987
Bear Poplar Solar,35.670497,-80.684681
Tolson Solar,35.829572,-77.615869
Phelps 158 Solar Farm,36.442636,-77.161514
Lebanon Solar Farm (MO),37.667831,-92.670628
Armstrong Solar,45.642252,-95.35635
Marmas Solar CSG,45.556056,-94.117112
"CF Novel Solar CSG Gardens Two, LLC",43.845905,-93.83675
"CF Novel Solar CSG Gardens Eleven, LLC",44.24,-93.96
WasecaSun,44.051448,-93.386458
Astoria Station,44.560116,-96.559397
Brown County LFGTE Power Station,38.895,-83.903
Intel Folsom Phase 3,38.645961,-121.162623
AT&T Holger,37.417638,-121.94453
AT&T Anaheim,33.836439,-117.916893
Big Timber Wind Farm,45.855428,-109.649167
St. Pauls Solar 2,34.7691,-78.981
Boaz Farm Solar,35.46777,-79.13444
Bizzell Church Solar 2,35.544405,-78.177204
Milligan III Wind Farm,40.500672,-97.198089
MILL SOLAR 1,35.575,-80.821
Broadlands Wind Farm,39.83188,-88.072302
RB Manufacturing LLC Belle Mead NJ,40.483601,-74.650123
Onset East Community Solar Facility,41.757027,-70.653675
Onset West Community Solar Facility,41.757027,-70.653675
Columbus Solar Project,31.86673,-107.587513
Tyee Lake Hydroelectric Facility,56.216403,-131.504344
Peak Valley Solar Farm,34.987952,-117.571611
Eland 1 Solar Farm,35.2237,-117.977
Eland 2 Solar Farm,35.2167,-117.977
Long Ridge Solar Farm,39.523,-112.546
EE Waianae Solar Project,21.452002,-158.187888
IKEA Miami 327,25.7915,-80.3838
Taurus Community Solar,44.95028,-95.691471
Pegasus Community Solar,45.495453,-95.124682
Antares Community Solar,44.226179,-95.623804
Corvus Community Solar,44.191352,-93.944002
Capella Community Solar,44.0901,-96.161204
Carina Community Solar,44.164677,-92.241187
Caelum Community Solar,45.662006,-93.936782
Andromeda Community Solar,44.901926,-94.031626
Lyra Community Solar,44.240346,-93.585787
Argo Navis Community Solar,45.255245,-92.772284
Pfeffers,39.42757,-76.393562
Boston Medical Center CHP Plant,42.334651,-71.074171
Century Drive Solar Farm,35.837841,-78.6689
Winton Solar 2,36.372,-76.937
Shavano Falls Hydro,38.491966,-108.002283
Shavano Falls Hydro Drop 4,38.450483,-107.776727
Drop 5,38.404377,-107.810213
IKEA Joliet Rooftop PV System,41.48,-88.07
IKEA Las Vegas 462,36.068926,-115.280825
"Barker Solar, LLC",34.635599,-78.928657
"231 Dixon 74 Solar I, LLC",35.244125,-81.430385
"Mill Pond Solar Farm, LLC",34.307121,-78.701463
Pima Energy Storage System,32.251647,-110.991333
Merck - Upper Gwynedd Solar Array,40.215399,-75.28309
T0588 Phoenix - AZ,33.447225,-112.217664
"OR Solar 2, LLC",42.542084,-122.781338
"OR Solar 3, LLC",42.022336,-121.418873
Mount Signal Solar Farm V,32.678805,-115.56721
"Lahr 1, LLC",45.431189,-94.426041
"AES ES ALAMITOS, LLC",33.770202,-118.099665
Bandera Electric Coop PV,29.681032,-99.762212
Onyx - Allen Harim,38.717509,-75.288789
Green Island Hydroelectric Station,42.748106,-73.69022
Gulfport Naval Base CSG PV System,30.379866,-89.119233
Sacramento Regional County Sanitation PV,38.448604,-121.46369
Finger Lakes Solar I,42.814025,-77.045631
IKEA Memphis 508,35.189991,-89.799302
Flat Top Wind I,31.684511,-98.603358
GRP Madison Renewable Energy Facility,34.040559,-83.192902
West Fork Wind,39.730179,-85.267717
Green Beanworks C PV,34.597,-117.931
Green Beanworks D PV,34.654976,-118.08215
Head of U Canal Hydro Project,42.7628,-114.3958
"Broadridge Solar, LLC",34.522942,-78.957206
"Kelly Solar, LLC",36.391194,-78.449024
"Spencer Farm, LLC",35.712886,-80.407853
Redbed Plains Wind Farm,35.290759,-97.854
Golden Hills North Wind Energy Center,37.769189,-121.630163
Chillicothe Solar Farm,39.788769,-93.536833
"350 Clark Solar, NG, LLC",40.894197,-74.730162
"433 Purchase Solar NG, LLC",41.809353,-71.192244
NY - Presbyt. Hospital - 525 E 68TH St,40.764396,-73.95393
Killingly Energy Center,41.863732,-71.916835
Reidsville Energy Center,36.334261,-79.832151
Victoria City Power LLC,28.7853,-97.0093
Victoria Port Power LLC,28.695805,-96.945409
Old Wardour Solar,42.237578,-72.037453
Shuman Solar,42.114918,-71.066039
Vuelta Solar,42.237578,-72.037453
ACE-Stanton PV,28.47735,-81.18036
ACE-Stanton A PV,28.48455,-81.17411
Glopak Solar PV Power Plant,40.575378,-74.39281
Westmont 300A,33.766067,-118.288925
USPS PV,33.977922,-118.2587
"Haywood Farm Solar, LLC",35.343,-79.915
"Hood Farm Solar, LLC",35.205,-77.497
"ZV Solar 2, LLC",34.816,-79.2
"Innovative Solar 35, LLC",35.046,-77.825
"Innovative Solar 59, LLC",36.094719,-77.97928
"Innovative Solar 60, LLC",36.091,-77.992
Rock Falls Wind Farm LLC,36.927165,-97.4271
Stuttgart Solar,34.439722,-91.44
Wolf Run Energy,41.610981,-76.299361
Antelope Expansion 2,34.744977,-118.309153
Antelope DSR 3,34.736859,-118.304071
Orme Park Water Treatment Plant,39.61952,-86.20709
Hurricane Creek Lift Station,39.5879,-86.1858
Kayenta Solar Project,36.771944,-110.263889
Thunder Ranch Wind Project,36.550834,-97.058944
Red Dirt Wind Project,36.1,-97.8
Biltmore Solar Fields,35.561156,-82.58844
Gray Hawk Solar,35.3635,-113.8978
Wilson Solar Farm 1,35.7,-77.9
Wilson Solar Farm 2,35.683,-78.016
Wilson Solar Farm 3,35.78,-78
Wilson Solar Farm 4,35.7,-78
Wilson Solar Farm 5,35.68,-77.87
Wilson Solar Farm 6,35.68,-77.87
Wilson Solar Farm 7,35.75,-78
Bear Creek Solar Center,44.060814,-121.237203
APG Combined Heat and Power Plant,39.3975,-76.2991
"Bladenboro Solar, LLC",34.547761,-78.817652
"Lux Solar, LLC",35.241145,-81.429433
Crazy Horse Solar Project,36.803269,-121.618971
Niles Valley Energy LLC,41.810375,-77.280586
"Sun Farm V, LLC",36.160629,-76.489357
"Roxboro Solar Farm, LLC",36.326821,-78.622242
"River Bend Solar, LLC",45.703779,-109.565219
"South Mills Solar, LLC",45.730113,-107.632624
"Green Meadow Solar, LLC",46.694488,-112.063623
Jackson Solar Farm,35.75,-77.83
Farley Road Community Solar,42.1,-72
Belchertown Renewables Community Solar,42.3,-72.3
Theodore Drive Community Solar,42.5,-71.8
Upton Community Solar,42.1,-71.7
Pleasantdale Road Community Solar,42.4,-72
Hatfield Renewables Community Solar,42.3,-72.7
Mineral Point Energy,41.97574,-75.651614
Stourbridge Energy,41.560833,-75.1857
Wrighter Energy,41.881056,-75.556142
Bluff Point Wind Facility,40.319,-84.9769
Anchor Energy,41.841631,-78.046692
Holdridge Energy,41.560967,-75.185812
Red Glen Energy,40.265,-80.225
Peterson Road Solar,42.1,-72.3
Sampson Road Community Solar,42.1,-72
IKEA Grand Prairie Rooftop PV System,32.82,-97.05
Crittenden Solar Facility,38.751822,-84.613255
Walton 1 Solar Facility,38.85018,-84.592263
Walton 2 Solar Facility,38.85018,-84.592263
BPU Solar Farm,39.166436,-94.696892
SR Kersey,40.386197,-104.55095
Golden Hills Solar,42.4,-72
Higginsville Solar Farm,39.002139,-93.726825
Farmingdale Fuel Cell,40.7425,-73.4136
Mt. Jackson Solar,38.739621,-78.660158
Port of LA Solar FiT Project,33.727977,-118.280032
Casper Solar Center,39.106656,-75.971996
Biggs Ford Solar Center,39.4829,-77.3757
Hannibal Port Power Project,39.704887,-80.841847
Saluda Solar II,34.011,-81.739
Odyssey Solar,33.79,-81.266
Hampton Solar I,32.879,-81.133
Cameron Solar II,33.567,-80.699
Barnwell Solar,33.237,-81.351
Crater Community Solar,44.798733,-95.508331
Delphinus Community Solar,45.618565,-94.088758
Hog Creek Wind Project,40.793073,-83.728714
NISA Electric Generation Project,40.7065,-73.9702
SR Innovation - NIKE PV,35.300066,-89.962991
Oak Hill Solar Array,37.99,-87.53
Volkman Road Solar Array,38.1492,-87.548212
"Great Divide Solar, LLC",46.805739,-112.249048
"Black Eagle Solar, LLC",47.547466,-111.253974
"Magpie Solar, LLC",46.291439,-108.937935
Mill Creek Solar (OR),45.16964,-123.13633
Green Beanworks B PV,34.688042,-117.989541
Next Generation Solar Farm,44.084824,-73.226647
Grafton PV,42.225504,-71.662614
Barrett PV,42.162207,-71.864455
Karankawa Wind LLC,28.109303,-97.750481
Otter Creek Wind Farm LLC,41.055385,-88.993862
WyEast Solar,45.5846,-120.59994
RE Maplewood,30.976638,-102.257753
Long Henry Solar,35.195302,-77.895125
Westmont 400A,33.764227,-118.288925
Westmont 400B,33.764227,-118.284733
MDFA Devens-Saratoga,42.544134,-71.598813
Bear Creek Solar,35.540344,-79.449053
Bondi Solar,35.134054,-77.53849
Mount Signal Solar 2,32.6685,-115.6292
Princeton Solar Project,40.379736,-74.625694
Arlington Outlet Hydroelectric Generator,32.639069,-97.242906
Valfilm Wind Project,41.084329,-83.644131
Red Pine Wind Project,44.478,-96.1538
IGS Solar I - BWI5,39.27,-76.548
IGS Solar I - EWR5,40.582,-74.255
IGS Solar I - EWR6,40.583,-74.257
NRG Elbow Creek Energy Storage Project,32.167575,-101.479217
Equuleus Community Solar Gardens,44.726098,-93.022687
Hu Honua Bioenergy Facility,19.843504,-155.087069
Fallbrook Energy Storage,33.384244,-117.235322
Top Gun Energy Storage,32.876198,-117.167791
Smith & Wesson at Springfield MA PV,42.13794,-72.5509
Midway Solar - TX,30.995503,-102.223537
Sweetwater Solar,41.629056,-109.683472
Walnut Springs Solar,32.07868,-97.768464
Centaurus Solar - MA,42.253,-71.426
Ord Mountain Solar,34.558411,-116.935434
Kearsarge Bellingham PV,42.071176,-71.458562
Clarke Solar Power Facility,39.06485,-78.138207
Cherrydale Solar Power Facility,37.369398,-75.914127
Cedar Creek PV,40.64889,-73.506672
Amazon - Patterson PV,37.468888,-121.166326
Northern Westchester Hospital,41.196839,-73.725695
DodgeSun CSG,44.040418,-92.69
Johnson Solar CSG,43.912138,-96.187032
Koppelman Sun CSG,44.182609,-93.876267
Lindstrom Solar CSG,45.319892,-92.796599
Rengstorf Solar CSG,44.259504,-94.28907
St. Cloud Solar CSG,45.477397,-94.121314
Georgia LFG Oak Grove Plant,33.964988,-83.76564
Georgia LFG Pine Ridge Plant,33.244192,-84.122025
Georgia LFG Richland Creek Plant,34.127146,-84.033376
AEP Jacksonville Solar Project,30.523647,-81.686443
Letchworth Solar Project,42.618969,-78.17952
"Pomerado Energy Storage, LLC",32.94,-117.04
A.J. Mihm Generating Station,46.792669,-88.614009
F.D. Kuester Generating Station,46.512697,-87.510741
Boswell Wind I,41.919,-105.869
Boswell Wind II,41.869,-105.832
Boswell Wind III,41.923,-105.792
Boswell Wind IV,41.912,-105.752
Georgia Power at Jakin GA PV,31.138,-85.031
Canis Major Solar Farm,42.009,-72.65
Ashby Duffy CSG Solar Farm,42.68,-71.83
Bluegrove Wind,33.685828,-98.272605
Byers Wind,33.976807,-98.205209
Foard City Wind,33.915315,-99.740278
Deep Branch Farm,34.670842,-79.199375
Pikeville Farm,35.478155,-77.979166
Moorings Farm 2,35.305747,-77.828889
Essex Solar Center,37.834094,-76.799967
Cottonwood Wind Energy Center,40.240168,-98.405956
Canis Minor Solar Farm,41.892997,-72.98595
Highway 56 Solar,33.614436,-96.690448
Whitesboro Solar,33.616526,-96.868721
Whitesboro Solar II,33.624853,-96.867474
Latitude Solar Center,35.306387,-89.167539
NYC-HH - CONEY ISLAND HOSPITAL,40.58549,-73.965581
NY Times Daily Production Facility,40.775397,-73.830918
West Boylston Community Shared Solar,42.331362,-71.771135
Mount Sinai Hospital,40.78999,-73.953689
Gopher Creek Wind Farm,32.875073,-101.208955
Valencia 1 Solar CA,33.04358,-115.62779
One Ten Partners PV,34.615622,-117.936594
Merced 1 PV,36.989475,-120.878081
Madera 1 PV,37.056468,-120.167021
"Southampton Solar, LLC",36.614,-77.166
"OR Solar 5, LLC",42.030332,-121.611565
"OR Solar 8, LLC",42.238888,-121.585833
Coyote Ridge Community Solar,40.500969,-105.13143
Gopher CSG,45.398562,-92.679157
Richmond CSG,45.458606,-94.513847
Taylors Falls CSG,45.391842,-92.68435
Big George PV CSG,41.902312,-70.716128
"OR Solar 6, LLC",42.208988,-120.367807
Beacon BESS 1,35.256526,-118.027519
SCE&G Curie CSG,32.89,-81.106
SCE&G Nimitz CSG,32.497759,-80.956084
SCE&G Springfield CSG,33.491,-81.297
DG AMP Solar Coldwater,41.934117,-84.997244
DG AMP Solar Orrville 3,40.856428,-81.759461
DG AMP Solar Versailles,40.2207,-84.4978
DG AMP Solar Jackson Center,40.444969,-84.047247
Panasonic Carport Solar,39.808719,-104.781494
Denver Braswell PV,31.3,-83.8
Foundation California Training Facility,36.464,-121.382
Foundation Mann Packing,36.504,-121.454
Foundation SaIinas Valley State Prison,36.474,-121.371
RE Gaskell West 1 LLC,34.832786,-118.563578
RE Gaskell West 2 LLC,34.834944,-118.551181
RE Gaskell West 3 LLC,34.834944,-118.551181
RE Gaskell West 4 LLC,34.827873,-118.568178
RE Gaskell West 5 LLC,34.834944,-118.551181
Farmington Solar Farm,37.755333,-90.427736
Northfield Holdco CSG,44.457874,-93.124648
Waterford Holdco CSG,44.475467,-93.19859
B.R. Corcoran CSG,45.0695,-93.6432
B.R. Sartell CSG,45.665,-94.2254
B.R. Sauk Rapids CSG,45.6236,-94.0782
Montgomery Winsted CSG,44.9517,-94.0556
Palmer Solar Center,37.96724,-78.230963
Martin Solar Center,37.88051,-78.049191
Georgia Power at Swainsboro,32.605,-82.321
IOS - MEW Phase 1,44.804,-69.838
North Smithfield Solar Power 1,41.9759,-71.586
SR Platte Solar Farm,40.181742,-104.692067
Vandenberg Solar Project,34.749708,-120.509982
"CoreSite Real Estate 2972 Stender, L.P.",37.376248,-121.970706
IGS Solar I - BWI2,39.267,-76.548
