longitude,latitude,name
-80.916444,40.074111,St Clairsville West Wwtp
-87.913917,43.03075,Milwaukee Metro Sew Dist Combi
-99.449304,44.24507,Stephan Lagoon System
-84.20542,44.25481,West Branch Wwtp
-64.95959,18.369612,Viwma - Brassview
-79.504194,39.666694,Fci Hazelton
-123.111946,44.095584,Mwmc - Eugene/Springfield Stp
-84.432619,33.082983,Concord South Pond #1
-95.148194,36.280667,Salina Public Works Auth
-92.12735,34.844613,"Jacksonville, City Of"
-85.069444,45.219444,Boyne City Wwtp
-87.82697,35.88673,Humphreys Co. Buffalo Lagoon
-111.655,44.875556,Blm - Palisades Recreation Area
-84.751407,42.625665,Potterville Wwtp
-86.876134,35.941726,Franklin Stp
-87.441667,38.869444,Oaktown Municipal Wwtp
-118.378047,46.065442,Walla Walla Stp
-82.724083,41.453972,Sandusky Wpc
-80.34057,35.99975,Muddy Creek Wwtp
-99.026667,47.968611,Four Winds Tate Topa Tribal School
144.747453,13.480914,Agana Sewerage Treatment Plant
-82.094865,38.958379,Lakin Hospital
-77.741104,39.438155,Antietam Wwtp
-96.60503,40.52747,Firth Wastewater Treatment Facility
-70.750611,43.003,Wallis Sands State Park
-84.570833,44.491111,Roscommon Wwtp
-81.35033,41.46742,Russell Park Wwtp
-71.458,42.9431,Manchester City Of
-98.588865,40.999128,Cairo Wastewater Treatment Facility
-79.431428,39.719523,Camp Sonrise Mountain Wwtp
-88.178917,42.498917,Salem Utility District No 2
-79.994722,33.254167,Department Of The Air Force/Jo
-86.481216,42.108137,St Joseph Cso
-97.861944,29.857778,Unknown
-97.144111,32.77325,Village Creek Wwtf
-95.440694,29.987222,Harris County Mud 189 Wwtp
-95.754167,29.567778,"Richmond, City Of"
-98.524194,32.11125,City Of De Leon
-83.35403,40.91736,Odot Dist 1 Park No 1-30
-76.87376,42.38112,Watkins Glen (V) Stp
-96.005,42.9728,Alton City Of Stp
-93.21759,41.5816,"Prairie City, City Of Stp"
-91.4714,43.2608,Waukon City Of Stp
-95.462109,29.497153,City Of Arcola Wwtp
-66.210168,18.366338,Prasa Toa Alta Heights
-66.047942,18.186346,Prasa Parcelas Borinquen Wwtp
-87.368889,39.245889,Farmersburg Wastewater Treatment Plant
-132.641111,56.398333,Deep Bay
-133.811111,56.896111,Hamilton Bay
-82.417393,41.066298,New London Wwtp
-88.032222,42.430556,Lindenhurst Sd Stp
-87.4175,41.264306,Lowell Wwtp
-117.135865,32.689496,Unknown
-90.227197,33.179497,Tchula Potw
-84.15511,40.60119,Odot Rest Area 7-26
-97.48318,41.70001,Humphrey Wastewater Treatment Facility
-91.5247,42.2825,Coggon City Of Stp
-94.5089,41.5039,"Casey, City Of Stp"
-80.20896,26.49841,Us Fish And Wildlife Serivce
-90.6868,44.025,Us Army Hq Fort Mccoy
-96.767735,41.460817,North Bend Wastewater Treatment Facility
-90.730833,44.404333,Hatfield Sanitary District
-104.70073,40.524341,Unknown
-77.279722,36.911944,Sussex Courthouse Complex
-75.580452,38.746649,Bridgeville Wastewater Treatment Plant
-79.747808,36.109024,North Buffalo Creek Wwtp
-80.152838,40.674511,Tri County Commerce Park Wwtp
-91.693333,44.870139,Elk Mound Wastewater Treatment
-92.391444,44.962722,Baldwin Wastewater Treatment F
-90.597639,33.260583,Isola Potw
-82.89044,36.404264,Keplar Elem School
-81.845956,38.890681,Cottageville Psd
-121.256313,48.671682,Seattle City Light Newhalem Wwtp
-89.009667,43.015306,Cambridge Wastewater Treatment
-91.968619,39.994115,Newark Wwtf
-109.45489,47.048949,Bureau Of Land Management - Lewistown Blm Fire Station
-107.555236,42.236904,Bairoil Wastewater Lagoon
-79.89159,40.34741,Dravosburg Borough
-80.498122,39.289282,Lake Floyd Psd
-66.964344,18.072739,Prasa Sabana Grande Wwtp
-81.929444,36.9975,Doc - Appalachian Detention Ce
-75.382958,40.625099,U S Postal Service Bethlehem Post Office
-80.167003,40.568401,Bell Acres Mun Auth Stp #3
-85.125141,42.066976,Union City Wwtp
-84.22,42.825,Perry Wwsl
-89.181944,46.544444,Stannard Township
-74.190145,40.672047,Elizabeth City Of
-76.807708,42.120594,Chemung Co Sd#1 Stp
-88.201061,34.511511,Belmont Potw East
-88.643806,33.993417,Wren Industrial Park Sewer System
-93.73829,41.17393,New Virginia Sanitary District-Stp
-117.397597,48.818879,Selkirk School Dist 70
-106.6635,35.0179,Albuquerque Bernalillo County Water Utility Authority
-95.868417,35.612444,"Morris, City Of -Nw Plant"
-75.580305,38.559237,Laurel Sewage Treatment Plant
-88.237472,43.832111,Mount Calvary Wwtf
-155.019278,19.71375,Hawaii County Hilo Wwtp
-83.546389,43.236667,Millington Wwsl
-81.93232,41.01943,Westfield Center Wwtp
-82.93027,39.52309,Pickaway Elem Sch Wwtp
-73.839629,42.620497,Cedar Hill Wpcp
-75.726578,40.251483,Amity Twp Wwtp
-109.784611,48.263111,Box Elder Lagoons
-73.565417,44.806583,Altona Sludge Disposal Fac.
-88.634944,44.367111,Hortonville Wastewater Treatme
-89.0655,42.813778,Edgerton Wastewater Treatment
-85.98575,41.446028,"Nappanee Wwtp, City Of"
-77.147935,39.084692,Ms4 Montgomery County
-116.815,34.2675,Big Bear Area Regnl Ww Agency
-95.467917,40.251361,Corning Mitigation Site
-89.503,34.50313,Abbeville Potw
-95.199722,35.654694,Braggs Pwa
-81.68277,30.22111,Jacksonville Nas
-98.525306,44.741056,Tulare - City Of
-82.23,34.858333,Rewa/Pelham Wwtp
-80.516459,40.10424,Donegal Twp Stp
-84.535778,39.847528,Lewisburg Wwtp
-83.243613,43.816404,Laker Schools
-85.5825,42.733889,Leighton Twp-Green Lake Wwsl
-75.182118,40.26344,Warrington Township And
-85.233333,39.3,Batesville Municipal Stp
-85.508056,46.372222,Newberry Wwtp
-108.05986,44.51346,Greybull Wastewater Lagoon
-84.497716,36.405357,Huntsville Stp
-76.276667,39.418333,Unknown
-76.543412,40.219454,Lawn Wwtp
-77.292762,39.317048,Pleasant Branch Wwtp
-92.901888,43.128195,Rudd City Of Stp
-97.056192,45.566349,Old Agency Village Wwtf
-81.69262,35.246225,Boiling Springs Wwtp
-88.643611,33.797222,Prairie Industrial Park Sewerage Ww Facility
-96.85422,42.41465,Allen Wastewater Treatment Facility
-122.629679,47.673192,Kitsap County Central Kitsap Wwtp
-98.73112,40.30267,Campbell Wastewater Treatment Facility
-91.4079,44.92906,Chippewa Falls City Wwtf
-117.189491,46.738019,Pullman Wwtp
-85.293056,43.450556,Lakeview Wwtp
-80.007901,39.571194,Unknown
-146.67582,60.85991,Tatitlek Village Council Stp
-81.949972,40.786639,Wooster Wpcp
-90.33,41.626694,Port Byron Stp
-77.446668,39.434169,"U.S. Army Garrison, Fort Detrick"
-76.992148,38.874611,Washington Navy Yard
-88.079222,43.952889,New Holstein City Wwtf
-82.758611,42.795556,Richmond Wwtp
-84.691667,43.105,Maple Rapids Wwsl
-97.47138,42.84592,Right Bank Sewage Lagoon
-82.4957,42.76288,St Clair River Sa Wwtp
-84.779111,35.60285,Tva-Watts Bar Fossil Plant
-107.67007,41.03481,Baggs Wastewater Lagoons
-91.99172,41.89082,"Watkins, Community Of"
-92.8128,40.8819,Moravia City Of Stp
-83.58207,32.61998,Usaf Robins Afb
-94.982556,35.496861,Vian Pwa
-74.832946,38.945945,Wildwood City Of
-93.4413,34.578871,Usace-Joplin Recreation Area
-91.207335,33.655388,"Arkansas City, City Of-Wwtf"
-72.625368,41.91343,Windsor Locks Wpcf
-97.56425,40.158472,Hebron Wastewater Treatment Facility
-92.560556,43.364167,Riceville City Of Stp
-92.233861,38.957556,"Bcsd, Highfield Acres"
-81.92222,40.55427,Millersburg Wwtp
-85.705265,41.19211,Pierceton Wwtp
-88.155056,41.186806,"Essex Stp, Village Of"
-78.20086,38.12763,Gordonsville Sewage Treatment
-90.035,41.175,"Galva Northeast Stp, City Of"
-76.305556,37.488889,Uscg Station Milford Haven Sew
-97.920972,35.875167,Kingfisher Public Works Auth.
-89.365,41.415,"Malden Stp, Village Of"
-95.161278,36.614194,"Vinita, City Of"
-95.119639,31.041556,Groveton Wwtp
-83.24556,40.62,Bumford Road Wwtp Sd 6A
-94.84533,42.83801,Laurens City Of Stp
-84.42362,34.09527,Settingdown Crk Reuse(Golf Club).
-88.208333,41.616667,"Plainfield N Stp, Village Of"
-80.958333,34.955556,Rock Hill/Manchester Creek
-72.635479,41.829627,South Windsor Wpcf
-111.960426,33.816149,"Cave Creek, Town Of"
-82.860982,36.041769,South Greene High School
-92.9431,42.4339,Wellsburg City Of Stp
-96.3083,43.2053,Rock Valley City Of Stp
-95.301306,30.03325,Harris County Mud 26 Wwtp
-96.485793,33.059341,Clear Lake Park Wwtp
-89.047811,33.338397,Sturgis Potw
-93.2649,35.327863,London Pollution Control Fac.
-93.5897,42.3058,Ellsworth City Of Stp
-97.121083,30.879611,Town Of Buckholts Wwtf
-94.858944,36.753167,Fairland Pwa
-78.410831,36.350424,Henderson Wrf
-95.858685,47.085822,White Earth Wwsl
-88.74,38.331667,"Bluford Stp, Village Of"
-89.553333,37.923333,"Campbell Hill Stp, Village Of"
-96.1606,42.1244,Whiting City Of Stp
-74.372639,41.254722,Warwick (V) Wwtp
-81.6304,40.50832,Sugarcreek Wwtp
-91.165102,29.772984,Stephensville Wwtp
-84.429467,34.103683,Fulton Co. (Little River Wpcp)
-89.83025,36.791417,Penermon Wastewater Treatment Facility
-88.221667,37.021389,Uscoe Lake Barkley Power Plant
-82.615833,38.12,Louisa Stp
-89.628333,38.016389,"Percy Stp, Village Of"
-97.075417,36.864583,"Newkirk, City Of"
-91.66121,41.70379,Tiffin City Of Stp
-95.33619,41.82552,Defiance City Of Stp
-91.24487,41.32611,Letts City Of Stp
-91.4353,41.4817,Lone Tree City Of Stp (South)
-84.596667,37.045278,Somerset Stp
-84.68102,39.90188,Eldorado Wwtp
-85.420667,41.210917,Tri-Lakes Regional Sewer District
-86.252694,39.204639,"Nashville Wwtp, Town Of"
-74.670278,41.5945,Melody Lake Sd Stp
-90.931867,33.942183,Gunnison Potw
-92.22665,42.52426,Dewar Sanitary District Stp
-94.466389,36.486444,"Sulphur Springs, City Of"
-90.833528,44.444472,Merrillan Wastewater Treatment
-87.7074,34.3371,Phil Campbell Wwtp
-77.663843,39.136835,Hamilton Sewage Treatment Plan
-83.0103,36.7572,Pennington Gap Stp
-82.739833,31.036667,Homerville Wpcp
-87.166674,36.095059,Bethany Hills Camp Stp
-95.09639,29.51972,Dallas Salmon Wwtp
-95.421885,29.729397,Homestead Wwtp
-90.503333,41.313333,"Sherrard Stp, Village Of"
-96.384,33.937083,Durant City Utilities Auth
-86.8658,37.7094,Whitesville Stp
-95.119944,40.52275,Elmo Wwtf
-119.5347,48.4001,Omak Potw
-89.742167,45.887,Lakeland San Dist 1 Woodruff M
144.7076,13.359966,Guam Shipyard
-111.289444,32.467778,Marana Bnrod
-97.290833,30.572778,Unknown
-85.033333,42.442222,Bellevue Wwtp
-105.39928,42.74245,Douglas Wastewater Lagoon
-121.38816,38.658137,Storm & Urban Runoff Disch
-88.541056,43.222278,Ashippun Sanitary District Wwt
-87.413889,40.683333,Earl Park Municipal Wwtp
-81.985123,36.559835,Usda-Fs Jacobs Creek_Stp
-89.009853,37.74496,Us Fish And Wildlife Services
-139.74945,59.5595,"Ykutat, City Of"
-81.40993,41.43332,Greentree Wwtp
-107.454805,45.610253,Crow Agency Lagoons
-76.406059,40.882865,Locust Twp Mun Auth
-86.485556,41.947222,Village Of Baroda Wwsl
-157.965861,21.345667,Pearl Harbor Naval Shipyard & Intermediate Maintenance Facility (1)
-95.642572,35.741497,Boynton Pwa
-92.4489,41.2053,Fremont City Of Stp
-97.155083,37.666389,Wichita Four Mile Crk Wwtp Plant Manager
-105.2875,39.6575,Kittredge San & Water District
-106.801311,41.471409,Saratoga Wastewater Lagoons
-87.905833,45.778889,Norway Wwtp
-87.406278,39.884833,Parsons Infrastructure & Tech.
-75.179625,40.987594,Brodhead Creek Reg Auth Wwtp
-84.946917,40.667972,Berne Wwtp
-155.54859,19.97325,Big Island Natl Wildlife Refug
-87.9473,42.25473,"Mundelein Stp, Village Of"
-101.242731,45.165352,Green Grass Wastewater Treatment Facility
-116.938889,46.540556,"Genesee, City Of - Genesee Wwtp"
-133.220556,55.872222,Naukati
-87.838333,41.241667,"Manteno Wpcc, Village Of"
-122.84817,46.00456,Kalama Stp
-110.25829,41.34135,Lyman Wastewater Lagoon
-87.165583,40.106583,Hillsboro Municipal Wwtp
-94.553206,38.847337,"Us Army Reserve Center, Belton"
-120.310029,47.428515,Wenatchee Potw
-75.255452,40.299827,Hilltown Twp Water & Sewage Au
-77.422766,39.120107,Poolesville Golf Course Wwtp
-73.948361,40.733528,Nycdep - Newtown Creek Wpcp
-100.656306,46.083889,Fort Yates Lagoon System
-106.025606,35.591727,Ranchland Utility Company
-89.440111,30.996722,Lumberton Potw
-87.077805,36.103659,Ashland City Stp
-73.70009,42.77462,Cohoes (C)
-76.74608,40.191759,Pa Air National Guard
-78.81647,39.60078,North Branch Wwtp
-76.269657,41.665075,Wyalusing Mun Auth Wwtf
-111.650562,40.137233,Spanish Fork City Corporation
-110.151248,38.979972,Green River Wtf
-115.811474,47.46614,South Fork Coeur D Alene River Sewer District - Mullan Wwtp
-87.61518,45.41412,Stephenson Wwtp
-81.052806,37.832194,"Erfo Plh-Neri 14(3), Repair 8"
-88.27948,41.84062,Fermilab
-82.065405,36.522055,Little Oak Recreation Area
-87.928056,41.948056,Bensenville South Stp
-90.786417,43.746917,Cashton Wastewater Treatment F
-74.055222,41.51675,Wintergreen Sd Stp
-105.670667,39.759556,"Empire, Town Of - Wwtf"
-81.98739,40.48826,Killbuck Wwtp
-94.424444,35.936389,"Lincoln, City Of"
-87.9861,36.0278,Tva-Johnsonville Steam
-77.592028,42.2685,Canisteo (V) Stp
-84.52631,41.46346,Bryan Wwtp
-73.470861,44.511278,Keeseville (V) Wpcp
-84.956333,40.528806,Bryant Wwtp
-81.9783,37.3119,Buchanan Cnty Public Schools -
-89.593333,37.99,"Willisville Stp, Village Of"
-91.19,39.776667,"Plainville Stp, Village Of"
-90.151667,39.18,"Medora Stp, Village Of"
-78.836111,38.214722,Harriston Wwtp
-89.04,34.316556,Pontotoc County Industrial Park Wwtp
-89.799722,38.483056,"Mascoutah Stp, City Of"
-89.202917,31.206833,Camp Shelby Training Site
-69.214264,44.070112,Warren Sanitary District
-74.3899,40.8223,Hanover Sewerage Authority
-88.436667,38.508333,"Cisne Stp, Village Of"
-89.186944,38.320278,"Ashley Stp, City Of"
-99.815556,33.570833,City Of Benjamin-S Benjamin
-81.4964,40.07342,Salt Fork Sp Campground Wwtp
-84.275476,35.777299,Lenoir City Stp
-89.778894,40.429362,"Mainto Stp, Village Of"
-86.461028,38.741361,Mitchell Wastewater Treatment Plant
-95.392139,30.008528,Richey Road Mud Wwtf
-90.77525,33.58725,Shaw Potw
-90.537778,33.796389,Drew Potw
-70.2464,45.6256,Jackman Utility District Wwtf
-90.386678,32.305581,"Clinton Potw, Southside"
-89.09554,30.41984,Riverhills Wastewater Treatment Facility
-90.462008,31.002861,Osyka Potw
-90.292889,36.247222,"Rector, City Of - Sewage Treatment Facility"
-95.656024,29.831027,Jackrabbit Rd Pud Wwtp
-93.416129,38.765621,La Monte Se Lagoon
-81.913292,33.468037,Aiken Psa/Horse Creek Wwtf
-80.201111,39.723611,Blacksville Town Of
-86.6942,30.4136,Ftev 07-1219 - Repair Shoulder
-89.725278,39.6,"Auburn Stp, City Of"
-88.332222,40.083333,Urbana-Champaign Sd
-88.929722,37.913333,"West Frankfort Stp, City Of"
-81.0317,40.9369,Sebring Wwtp
-94.025038,30.157294,Tiger Lake Wwtf
-122.66231,45.62454,Western Federal Lands - Going To The Sun Road Phase Vii Avalanche To West Tunnel
-123.009444,38.795833,Cloverdale Wwtp
-91.674667,39.437306,Perry Wwtf
-79.5733,38.4153,Monterey Stp
-88.558333,39.925,"Bement Stp, Village Of"
-77.566944,36.603889,Skippers Wastewater Treatment
-80.009722,36.926389,Ferrum Town  - Sewage Treatmen
-80.0978,37.3861,Dbhds - Catawba Hospital
-88.989528,33.877333,Houston Potw
-103.358028,44.210278,"Summerset, City Of"
-78.578356,41.42145,St. Marys Wwtp
-76.02216,40.341203,Sinking Spring Wwtp
-90.01,40.928333,Williamsfield Sd Stp
-88.113583,41.982566,Roselle-J Botterman Stp
-83.80851,39.00361,Sardinia Wwtp
-92.1694,34.8389,"Sherwood, City Of - North Facility"
-74.053889,41.742111,Ohioville Wwtp
-76.260175,40.233287,Clay Twp Supervisors
-87.28533,39.97462,Kingman Municipal Wwtp
-92.782139,37.552694,Phillipsburg Wwtf
-67.868056,45.667222,Danforth Wwtf
-67.845278,46.778611,Fort Fairfield Wwtf
-78.465,38.134444,Avionics Specialties Inc
-78.996138,38.127634,Fishersville Regional Stp
-88.601667,37.843333,"Galatia Stp, Village Of"
-89.055,38.608333,Odin Stp
-91.810959,32.794578,Village Of Mer Rouge
-90.746028,34.601,"Lexa, City Of"
-93.9061,33.8131,"Tollette, City Of"
-122.9988,44.409,Brownsville  Stp
-90.521667,40.553333,Bushnell West Stp
-92.126792,30.116592,"Maurice, Village Of- Wastewater Treatment Plant"
-91.434557,30.719352,Pointe Coupee Sd #1 Lagoon
-92.660556,33.209444,El Dorado Water Utilities
-84.85275,33.925167,City Of Dallas - West
-89.26,38.921667,Mulberry Grove Sd
-78.652111,42.599611,Kissing Bridge Sd#2
-74.486667,44.988722,High Street Wwtp
-84.2574,39.32093,Lower Little Miami Wwtp
-85.578583,39.159556,Westport Wwtp
-90.888333,38.493333,"Fcpwsd #3, Tara Place"
-77.87304,42.72396,Mount Morris (V) Wwtf
-91.408694,37.289722,Usnps Round Spring Wwtp
-85.886528,39.713222,New Palestine Wwtp
-79.977194,38.955611,Wv Armed Forces Reserve Center
-93.272111,37.007806,Elk Valley Wwtf
-122.942778,48.596944,Eastsound Orcas Village Wwtp
-92.289296,30.984913,"Cheneyville, Town  Of (Stp)"
-93.999167,29.958389,City Of Nederland Wwtp
-98.250556,26.1975,Mcallen South Wwtp
-85.92402,40.913932,Roann Wwtp
-90.861528,33.790111,Pace Potw
-77.140833,37.740278,Hrsd King William County Sewag
-77.99196,38.00989,Louisa Regional Sewage Treatme
-81.8175,36.687222,Washington County Public Schoo
-81.800556,38.411944,Amsa 107 (G)
-94.798861,39.363833,Platte City Wwtf
-74.622222,40.383333,River Road Treatment Plant
-94.570737,39.123406,National Starch
-70.348611,43.447222,Biddeford Pool  Wwtf
-77.726667,38.973056,Middleburg Wastewater Treatmen
-90.076188,30.409361,Westwood Regional Stp
-77.53409,39.43223,Middletown - East Wwtp
-89.935,39.958333,"Tallula Stp, Village Of"
-97.127556,27.7555,Mustang Island S Wwtf
-106.626944,39.654444,Edwards Wwtf
-118.072932,33.892319,Defense Fuel Supply - Norwalk
-96.806622,47.177438,Perley
-95.708278,29.724111,George Bush Park Wwtf
-94.083181,30.342041,Evadale Wcid 1 Wwtp
-91.190381,29.686041,"Morgan City, City Of- Wastewater Treatment Plant"
-109.865833,47.001944,Hobson Sewage Treatment Plant
-95.74669,43.36951,Sibley City Of Stp
-112.317304,34.591385,Prescott Wwtf
-105.440278,37.42,Fort Garland Water & San Dist
-112.51808,33.425058,Sundance Wrf
-110.972722,31.902,Green Valley Nutrient Removal
-74.299694,44.863722,Malone (V) Wwtp
-93.72176,42.39081,Kamrar City Of Stp
-91.66418,43.11331,Castalia City Of Stp
-66.9825,44.855,Lubec Wwtf
-89.701194,34.430111,Us Army Coe
-90.084767,34.94065,Twin Lakes No. 1 Treatment Plant
-91.051936,32.89445,Mayersville Potw
-69.7086,44.7692,Skowhegan Wwtf
-90.6325,34.370917,Friars Point Potw
-91.65318,32.045989,"Gilbert, Village Of- Sewage District 1"
-85.060556,41.35,Auburn Wwtp
-95.550778,29.572179,Quail Valley Ud Wwtp
-99.823,33.423778,City Of Knox City Wwtp
-67.826667,46.148056,Houlton Water Company Wwtf
-95.516667,45.705,Lowry
-83.7069,36.76769,Pineville Stp
-93.390333,37.616722,Bolivar Wwtf
-77.558716,39.103252,Lcsa - Saint Louis Community
-97.641833,44.642278,"Willow Lake, City Of"
-77.536667,36.665833,Falling Run Wwtp
-89.115,38.603333,"Sandoval Stp, Village Of"
-89.17899,42.10937,"Stillman Valley Stp, Village Of"
-89.248731,42.265079,"Winnebago Wwtp, Village Of"
-112.082141,33.389075,Foothills Wwtp
-112.3519,33.3989,Avondale Wwtp
-81.5078,29.7255,Town Of Hastings
-84.251111,38.223889,Paris Stp
-85.268481,37.562087,Bradfordsville Stp
-73.973083,44.274861,Lake Placid (V) Wpcp
-96.576498,36.088968,Oilton Wa
-90.271491,36.436449,"Pollard, City Of"
-104.683906,34.905366,City Of Santa Rosa Wastewater
-74.200357,40.639537,Joint Meeting Of Essex & Union
-93.0514,34.0842,Arkadelphia Wastewater Treatment Plant
-83.36948,40.94698,Carey Wwtp
-82.10475,32.183364,Collins  Wpcp
-95.7905,29.758,Fort Bend County Mud 124 Wwtf
-72.617034,41.956486,Suffield Wpcf
-98.680944,31.204056,City Of San Saba - Wwtp
-79.866389,34.324722,Darlington/Black Creek Wwtf
-74.152083,42.186167,Tannersville (V) Wwtp
-109.933333,47.322778,Denton Wwtp
-111.300778,47.519889,City Of Great Falls Wwtp
-111.715833,45.354722,Ennis Wwtp
-88.751667,41.76,"Waterman Stp, Village Of"
-89.648333,42.465,"Orangeville Wwtp, Village Of"
-90.143278,29.911333,"Westwego, City Of- Wastewater Treatment Plant"
-74.647538,40.192823,Us Postal Service Vehicle
-77.04518,38.86904,Us Department Of Defense - Pen
-78.446944,38.520833,Thornton Gap Wwtp
-78.460485,38.017507,Moores Creek Regional Stp
-103.0958,44.14806,Usaf - Ellsorth Afb
-90.234722,38.225,"Maeystown Stp, Village Of"
-97.217678,32.392421,City Of Alvarado
-95.109444,32.576002,Big Sandy Wwtf
-99.503222,27.362528,Regional Wwtp
-92.563274,36.078128,Usdinps-Buffalo Natl River-Buffalo Point Upper Plant (U2-A)
-97.401167,35.505056,"Midwest City, City Of - North"
-91.493611,35.362222,"Russell, City Of-Wastewater Treatment"
-84.607222,38.996389,"Florence, City Of"
-86.904972,38.103583,Santa Claus Wastewater Treatment Plant
-95.801722,29.569111,Ft Bend Co Fwsd  2 Wwtp
-91.603611,30.729167,Village Of Morganza Lemna Cell Pond
-90.014001,29.804551,Plaquemines Parish Government- Belle Chasse Wwtp
-75.192426,40.134498,Upper Dublin Wwtp
-94.216111,36.301944,"Rogers, City Of"
-74.824612,38.994835,Wildwood Stp City Of
-78.437041,37.324662,Farmville Advanced Wwtp
-98.89343,48.05229,Nd Natl Guard Camp Grafton
-101.88409,48.51169,Donnybrook City Of
-81.30595,35.78761,Hickory City-Northeast Wwtp
-90.495778,36.563056,Neelyville Wwtf
-73.964806,41.603556,Marlboro Wwtp
-92.505159,34.586482,Bryant Sewage Treatment Fac
-115.518044,33.017822,Brawley Wwtp
-73.784889,41.370389,Carmel (T) Sd No.4 Stp
-103.71962,35.18642,"Tucumcari, City Of"
-76.342734,38.987334,Kent Nar./Steven./Grasons.Wwtp
-86.9758,32.3329,Dallas Co Water And Sewer Auth
-98.223194,35.092278,Anadarko Pwa
-93.711012,33.336793,Garland Ww Treatment Plant
-90.960194,45.305361,Sheldon Wastewater Treatment F
-87.942,43.375111,Saukville Sewer Utility
-71.652102,43.412826,Winnipesankee River Basin Program
-85.23475,41.603111,Lagrange County Regional Utility District - Region B
-76.995531,38.879279,Unknown
-108.809274,40.095808,"Rangely, Town Of"
-106.141411,39.507765,Copper Mtn Cons Metro District
-106.287524,39.275545,Us Bureau Of Reclamation Leadville Drainage Tunnel
-124.25974,40.59302,Ferndale Wwtf
-157.850868,21.292392,Unknown
-114.00037,48.51263,Lake Mcdonald Wwtp Glacier National Park
-111.999942,41.272166,Graham Packaging Company L.P.
-96.156722,33.588139,City Of Bonham Wwtp
-92.423466,30.771585,Village Of Pine Prarie Wwtf
-111.183333,47.5,Ed Boland Construction - Repair Water Lines East Base
-82.000833,37.385278,Buchanan Cnty Public Schools -
-82.298056,37.21,Dickenson County Public Servic
-88.0594,30.7214,Carlos Morris Wwtp
-94.635556,41.501389,Adair City Of Stp
-97.663889,30.651556,San Gabriel Wwtp
-82.574319,36.550378,Kingsport Stp
-79.776173,35.082949,Ellerbe Wwtp
-76.643851,34.710762,Beaufort Wwtp
-81.940637,36.089026,Newland Wwtp
-80.831737,36.247634,Yadkin Valley Sewer Authority Wwtp
-79.76946,35.39234,Star Wwtp
-104.983333,40.236944,"Mead, Town Of"
-80.9333,36.6711,Galax Wwtp
-105.2017,39.89416,Usdoe-Rocky Flats Field Office
-120.234444,38.507778,Jackson Wwtp
-97.271266,37.524602,Derby Wastewater Plant #2
-76.729415,40.259257,Swatara Township Water Pollution Control Facility
-91.988056,35.480833,Heber Springs Wastewater Treatment Plant
-91.535943,35.936879,"Cave City, City Of - Wastewater Treatment Plant"
-84.590639,31.75925,City Of Shellman
-77.042481,39.822043,Hanover Borough  Wwtp
-84.858111,38.941083,"Rising Sun, City Of"
-73.108164,41.223153,Housatonic Wpcf
-122.448889,47.663611,Seattle Cso
-104.959167,40.222778,Lake Thomas Subdivision Wwtf
-80.9325,36.953333,Fort Chiswell Wwtp
-89.314722,41.329167,"Depue Stp, Village Of"
-97.463278,31.664361,City Of Valley Mills Wwtp
-103.364373,43.744103,Sd Gf&P-Game Lodge
-97.026139,29.953722,West Point Wwtp
-75.8015,44.2902,Redwood Sd Wwtp
-78.588889,34.63,Elizabethtown Wwtp
-81.195634,35.407079,State Street Wwtp
-81.8278,38.48467,Town Of Poca Sanitary Bd
-68.416667,46.639722,Ashland Wwtf
-67.812778,46.905833,Limestone Wwtf
-95.56395,39.977567,Sac And Fox Casino
-115.77618,40.819089,Unknown
-77.29,38.52166,Us Marine Corps - Mcb Quantico
-122.45,42.548,Butte Falls  Stp
-73.769487,40.916244,New Rochelle Stp
-118.725618,39.421977,Naval Air Station Fallon
-122.545999,48.400381,Skagit Co Sewer Dist 1
-77.02596,35.12954,River Bend Wwtp
-78.12415,37.17562,Crewe Wwtp
-81.202778,32.891389,"Brunson, Town Of"
-120.323081,47.698101,Entiat National Fish Hatchery
-76.875556,37.911111,Tappahannock Town Of
-104.184444,46.994722,Wibaux Wwtp
-86.955083,39.015583,Bloomfield Municipal Wwtp
-92.209444,35.391111,"Quitman, City Of"
-92.29779,42.46179,Evansdale City Of Stp
-151.26012,59.74203,Mcneil Canyon Elementary
-70.6484,44.9673,Rangeley Wwtf
-79.98586,32.91207,Defense Fuel Support Pt/Charle
-123.9564,45.8981,Cannon Beach  Stp
-123.205583,46.108083,Clatskanie Stp
-74.9653,40.0393,Riverside Water Reclam Auth
-123.25794,44.918118,"Dallas, City Of"
-94.232835,36.063362,Fayetteville/West Side Wwtp
-119.42734,35.148856,Wwtf
-104.911667,39.873611,Williams Monoco Wwtf
-78.111913,35.905454,Spring Hope Wwtp
-107.840893,35.411419,Unknown
-131.289167,55.406111,Shoal Cove
-76.529672,41.137585,Millville Borough Wwtp
-94.778917,35.184389,Bokoshe Pwa
-76.080894,40.082599,New Holland Borough Wwtp
-81.6026,40.0378,Cambridge Wpcc
-81.89302,40.71337,Wayne Attention Center
-96.698739,31.886353,City Of Dawson Wwtf
-105.66196,33.34944,Ruidoso-Ruidoso Downs Wwtp
-106.886111,47.316944,Jordan Wwtf
-81.34916,41.4486,Wenhaven Wwtp
-95.89225,35.963778,Bixby Pulbic Works Auth -South
-97.780256,33.285974,Chico Wwtf
-120.962981,37.253273,Gustine Wwtf
-92.799861,33.387806,"Louann, City Of"
