name,population,latitude,longitude
Memorial Hospital Of Texas County Authority,47,36.69097241,-101.4759946
Sequoyah Memorial Hospital,41,35.4639061,-94.78830959
Beaver County Memorial Hospital,24,36.81078453,-100.5162764
Atoka County Medical Center,25,34.3925323,-96.15144054
Memorial Hospital,67,35.80932236,-94.64315334
Sayre Memorial Hospital,31,35.30724323,-99.63238712
Cordell Memorial Hospital,14,35.30304934,-98.98855104
Hillcrest Hospital Henryetta,41,35.43809543,-96.01566189
Northeastern Health System,100,35.91400342,-94.95028445
Oklahoma Heart Hospital South,44,35.38968219,-97.42710767
Roger Mills Memorial Hospital,15,35.60943113,-99.67153117
Alliancehealth Madill,25,34.08109707,-96.77755226
Seiling Municipal Hospital,18,36.15479607,-98.92307343
Va Medical Center - Oklahoma City,-999,35.48281519,-97.49667171
Jack C. Montgomery Va Medical Center,-999,35.76527571,-95.4146644
Methodist Le Bonheur Germantown Hospital,309,35.08981816,-89.80836623
Methodist Hospital-North,246,35.23407025,-89.89282093
Methodist Hospital-South,156,35.03298287,-90.02120069
Baptist Memorial Hospital - Collierville,81,35.04948437,-89.7145128
Tennova Healthcare - Cleveland,208,35.1943189,-84.88121365
Lincoln Medical Center,59,35.14960725,-86.55527721
Tristar Summit Medical Center,196,36.17637943,-86.60837516
Northeastern Vermont Regional Hospital,25,44.44578692,-72.00955799
Upper Connecticut Valley Hospital,16,44.90444711,-71.48080943
Pana Community Hospital,22,39.37970124,-89.08440423
Fairmont General Hospital,207,39.48367473,-80.1613545
Johnson City Specialty Hospital,49,36.32371007,-82.35453131
Trousdale Medical Center,25,36.38783255,-86.16815993
Lauderdale Community Hospital,25,35.74435252,-89.54963519
Baptist Memorial Hospital - Union City,137,36.41423378,-89.04496858
Bedford County Medical Center,177,35.49344589,-86.47247381
Tennova Healthcare - Shelbyville,60,35.5635328,-86.44895596
Sweetwater Hospital Association,59,35.60069384,-84.46428463
Tennova Healthcare - Clarksville,270,36.5819764,-87.27047352
Saint Thomas Stones River Hospital,60,35.83271089,-86.07184284
Baptist Memorial Hospital - Huntington,70,36.02316734,-88.41240859
Mckenzie Regional Hospital,45,36.13742735,-88.48936033
Claiborne County Hospital,85,36.45283389,-83.57227572
Metropolitan Nashville General Hospital,150,36.16690697,-86.80656112
Saint Thomas West Hospital,541,36.12940197,-86.84451646
Tristar Centennial Medical Center,657,36.15375182,-86.80900486
Saint Thomas Hospital For Specialty Surgery,23,36.15508556,-86.80325564
Cumberland Medical Center,189,35.943325,-85.02203136
Decatur County General Hospital,40,35.6359507,-88.12224489
Lakeway Regional Hospital,135,36.21473336,-83.30379891
Morristown-Hamblen Healthcare System,143,36.2129657,-83.30531638
Erlanger East Campus,28,35.02255862,-85.16062411
Metropolitan Hospital,64,35.04720526,-85.30359401
Memorial Hospital Hixson,83,35.12468548,-85.23808028
Unity Medical Center,49,35.49687997,-86.07840122
Tennova Healthcare - Dyersburg Regional,225,36.04818558,-89.37991442
Saint Thomas Dekalb Hospital,71,35.96150829,-85.82954345
Tennova Healthcare - Jamestown,85,36.43236193,-84.94317595
Wayne Medical Center,78,35.32475293,-87.75688433
Tennova Healthcare - Lebanon,245,36.22160565,-86.32762032
Mt Carmel East Hospital,461,39.97691933,-82.84330783
Southview Hospital,128,39.63539661,-84.20342017
Trinity Medical Center West-Er,256,40.36777411,-80.6590339
Spencer Municipal Hospital,99,43.15002638,-95.14308986
Mental Health Insitute Hospital,95,42.45696119,-91.9262367
Unitypoint Healthcare-Finley Hospital,142,42.49625698,-90.68615902
Mercy Medical Center-Des Moines,656,41.59878159,-93.62311914
Mt Sinai Hospital Medical Center,290,41.86080973,-87.69433858
Cook Medical Center,60,31.14456949,-83.42453855
Coliseum Medical Centers,250,32.84740818,-83.61868521
Liberty Regional Medical Center,25,31.83960572,-81.6009201
Stephens County Hospital,96,34.59286194,-83.34807369
Park Place Surgical Hospital,10,30.20720609,-92.01769606
Lady Of The Sea General Hospital,25,29.45689087,-90.31135981
Omega Hospital,10,29.99914789,-90.15918502
South Cameron Memorial Hospital,49,29.80807845,-93.16568331
Iberia Medical Center,84,29.9899452,-91.78566038
Monroe Surgical Hospital,10,32.53590852,-92.10234832
Ouachita Community Hospital,10,32.50199956,-92.14924684
Oakdale Community Hospital,27,30.816159,-92.64373874
North Oaks Medical Center,251,30.46511102,-90.46111356
Coffee Regional Medical Center,88,31.51118816,-82.8645826
Wildwood Lifestyle Center And Hospital,13,34.98075749,-85.40189129
Emory University Hospital,579,33.79202283,-84.3222632
Phoebe Putney Memorial Hospital,691,31.59021975,-84.15862347
University Medical Center,190,30.21716081,-92.04625372
Touro Infirmary,411,29.9257768,-90.09215275
Assumption Community Hospital,6,29.95960639,-91.03914356
Saint Joseph Health Services Of Rhode Island,231,41.8068937,-71.4208197
Hasbro Childrens Hospital,-999,41.81114989,-71.40890645
Mercy Medical Center-Dubuque,303,42.49250564,-90.67477863
Cass County Memorial Hospital,33,41.40132036,-94.99111456
Iowa Lutheran Hospital,224,41.60201487,-93.60959589
Iowa Methodist Medical Center,460,41.58944333,-93.63381099
Keokuk Area Hospital,71,40.40694325,-91.3870536
Horn Memorial Hospital,25,42.33889116,-95.4598175
Jefferson County Health Center,25,40.98646243,-91.9655487
Veterans Memorial Hospital,25,43.26867508,-91.47411099
Crawford County Memorial Hospital,25,42.02435225,-95.37802393
Mercy Medical Center West Lakes,146,41.59717847,-93.78976814
Methodist West Hospital,95,41.59660826,-93.79570965
Van Buren County Hospital,25,40.7365392,-91.95804475
Iowa Medical And Classification Center,46,41.71363806,-91.61097519
Department Of Veterans Affairs Medical Center,-999,41.3225916,-93.11408065
Osceola Community Hospital,25,43.41030789,-95.74309853
Clarinda Regional Health Center,25,40.72348143,-95.0432056
Pocahontas Community Hospital,25,42.74102479,-94.67787501
Ringgold County Hospital,16,40.71882331,-94.2225789
Myrtue Memorial Hospital,25,41.6469824,-95.32683758
Hegg Memorial Health Center,25,43.20279387,-96.28396826
Orange City Area Health System,25,42.99454154,-96.04511059
Washington County Hospital,25,41.28924836,-91.68764219
Wayne County Hospital,25,40.75405103,-93.31152147
Winneshiek County Memorial Hospital,25,43.29464549,-91.77427348
Reid Hospital & Health Care Services,221,39.86471001,-84.88428452
University Of Ky Hospital,604,38.03096461,-84.50744299
Mainegeneral Medical Center-Thayer,127,44.56512867,-69.6464188
Munson Healthcare Manistee Hospital,45,44.27107866,-86.27421836
Huron Medical Center,48,43.80321031,-83.03212918
Beaumont Hospital Troy,520,42.61899798,-83.09358996
Mercy Health Muskegon,186,43.22256443,-86.24173233
Covenant Medical Center,277,43.42845185,-83.95649042
Community Memorial Hospital,36,46.73129083,-92.46201964
Southside Regional Medical Center,300,37.18249302,-77.35925387
Cook Hospital,14,47.85338774,-92.67953034
Bigfork Valley Hospital,20,47.74742734,-93.64575966
Buffalo Hospital,65,45.19484267,-93.87119377
Cambridge Medical Center,86,45.56618362,-93.23092842
Centracare Health Monticello,39,45.30035709,-93.77863144
Avera Marshall Reg Med Center,49,44.44775229,-95.77723507
Avera Tyler Hospital,20,44.27183784,-96.1304373
Centracare Health Paynesville,30,45.3744006,-94.71573958
Centracare Health Sys Melrose,28,45.67571972,-94.82447872
Centracare Health System,28,45.74579469,-94.95543733
Ely Bloomenson Comm Hospital,25,47.90025861,-91.87221009
Essentia Health Ada,14,47.2975873,-96.53129245
Essentia Health Fosston,43,47.57128506,-95.73946824
Essentia Health Northern Pines,16,47.51797695,-92.22934266
Essentia Hlth Holy Trinity Hos,15,45.56271243,-96.43388878
Glencoe Regional Health Srvcs,49,44.77837797,-94.1536239
Hennepin County Medical Ctr,894,44.97213249,-93.26223596
Lakewood Health System,37,46.35114034,-94.75176101
Madelia Community Hospital,25,44.04926244,-94.40986768
Madison Hospital,12,45.01812514,-96.18792649
Mahnomen Health Center,18,47.31174979,-95.97285242
Mayo Clinic Health Sys Mankato,272,44.16408555,-93.9839469
Mayo Clinic Health System In Red Wing,50,44.56022959,-92.57194581
Mchs New Prague,49,44.54625695,-93.57432917
Mille Lacs Health System,28,46.07312569,-93.66240298
Murray County Mem Hosp,25,43.99254587,-95.75990694
Olmsted Medical Center,61,44.02010494,-92.43931254
Pipestone Co Med C & Ashton Cc,44,43.9909794,-96.32323883
Prairie Ridge Hosp Hlth Serv,10,45.99052533,-95.95790188
Rivers Edge Hospital & Clinic,17,44.34975255,-93.97244919
Sanford Bemidji Medical Center,118,47.5033919,-94.89991712
Sanford Canby Medical Center,25,44.70782153,-96.27844799
Sanford Bagley Medical Center,25,47.52633353,-95.40221803
Sanford Jackson Medical Center,20,43.62441169,-95.00450103
St Gabriels Hospital,49,45.96688176,-94.3625669
St Josephs Area Hlth Services,50,46.91595709,-95.06227361
Tri County Hospital,49,46.4456534,-95.13440141
United Hospital District,43,43.63395926,-94.10031171
Children'S Mercy Hospital,314,39.08408463,-94.5772711
"Webster Health Services, Inc",38,33.53382972,-89.26625294
St. Dominic-Jackson Memorial Hospital,571,32.33256579,-90.16485667
Wishek Community Hospital,24,46.2554155,-99.55168128
Ashley Medical Center,20,46.04007587,-99.37244121
Mckenzie County Healthcare Systems,24,47.80698314,-103.2825162
"Saint Alphonsus Medical Center - Baker City, Inc",65,44.79515145,-117.8471233
Samaritan Albany General Hospital,73,44.63167277,-123.1163241
St Anthony Hospital,30,45.64930564,-118.811237
Loring Hospital,25,42.41899449,-94.97950672
Kossuth County Hospital,25,43.05656522,-94.22581258
St. Anthony'S Regional Hospital,99,42.05649587,-94.86707423
Buena Vista Regional Medical Center,35,42.64478217,-95.22279301
St Charles Prineville,-999,44.29802807,-120.8250765
Asante Three Rivers Medical Center,125,42.42137788,-123.3428412
Montgomery County Memorial Hospital,25,41.01431708,-95.21652246
Audubon County Memorial Hospital,25,41.71535177,-94.93783615
Memorial Hospital Of Converse County,25,42.75906617,-105.3807097
South Lincoln Medical Center,16,41.78970804,-110.5416944
Robert Wood Johnson University Hospital,584,40.49524487,-74.45020688
Capital Health System - Fuld,237,40.23598769,-74.75219682
Morristown Memorial Hospital,646,40.78954893,-74.46581776
Jersey Shore Medical Center,614,40.20926821,-74.04119883
Lakes Regional Healthcare,49,43.41774563,-95.12467209
Soin Medical Center,127,39.77104394,-84.06305299
Greene Memorial Hospital,49,39.70012517,-83.92774061
Carlsbad Medical Center,112,32.4425387,-104.2579301
Hima San Pablo - Fajardo,-999,18.33671711,-65.65449058
Summit Healthcare Association,89,34.20249383,-110.0177007
"University Of Cincinnati Medical Center, Llc",699,39.13835766,-84.50371612
Hosp Dr Dominguez Inc,-999,18.15274643,-65.83403257
Blanchard Valley Hospital,176,41.01765267,-83.65136419
"Henry County Hospital, Inc",31,41.41133547,-84.08734603
Fisher-Titus Hospital,114,41.22570427,-82.60421025
Lake West Hospital,267,41.62571845,-81.43220592
Greene County Medical Center,25,42.01599764,-94.38893366
Guthrie County Hospital,25,41.68361949,-94.49367693
Mercy St Charles Hospital,410,41.63512384,-83.48522521
Mercy St Vincent Medical Center,568,41.66866995,-83.54278976
Toledo Hospital The,792,41.67234956,-83.59525839
University Of Toledo Medical Center,319,41.61876724,-83.61603264
Madison County Hospital Inc,94,39.8925546,-83.45425546
Gerald Champion Regional Medical Center,99,32.92454215,-105.9346758
Surgical Hospital At Southwoods,36,41.01547566,-80.65561768
San Juan Regional Medical Center,194,36.72383519,-108.2168178
Roosevelt General Hospital,30,34.16890339,-103.3622639
Kingman Regional Medical Center,202,35.22007084,-114.0369774
Little Colorado Medical Center,25,35.03580769,-110.6925089
Havasu Regional Medical Center,181,34.48045399,-114.3387897
University Of New Mexico Hospital,527,35.08815273,-106.6171879
Humboldt County Memorial Hospital,49,42.73269741,-94.23221391
Acoma-Canoncito-Laguna (Acl) Hospital,25,35.06859553,-107.5710087
Ogden Regional Medical Center,167,41.16437751,-111.9703899
Comanche County Medical Center,25,31.98429068,-98.56156783
Dixie Regional Medical Center,261,37.09906632,-113.5758646
Dixie Regional Medical Center - River Road Campus,-999,37.09776694,-113.5537428
Lodi Community Hospital,20,41.03586232,-82.01416929
Summa Wadsworth-Rittman Hospital,50,41.02828681,-81.75161518
Mercer County Joint Township Community Hospital,88,40.48075591,-84.63890425
Upper Valley Medical Center,193,40.08587443,-84.229928
Logan Regional Hospital,135,41.75568064,-111.8221832
Castleview Hospital,49,39.60516705,-110.8329401
Beaver Valley Hospital,49,38.28914945,-112.6438588
Uintah Basin Medical Center,124,40.30438504,-109.9964703
Lakeview Hospital,119,40.88594252,-111.8688203
Grandview Hospital & Medical Center,289,39.77004075,-84.20223362
Mountain View Hospital,114,40.04404603,-111.7142853
Kettering Medical Center,456,39.69728657,-84.19242952
Orem Community Hospital,18,40.30288545,-111.707974
Timpanogos Regional Hospital,117,40.3135936,-111.7136911
Ellsworth Municipal Hospital,23,42.52202847,-93.25952575
Genesis Hospital,321,39.97480829,-82.01650066
Brigham City Community Hospital,39,41.49122715,-112.0257557
Bear River Valley Hospital,14,41.72414871,-112.1825769
Jordan Valley Medical Center,183,40.59036236,-111.9749704
The Orthopedic Specialty Hospital,36,40.64438385,-111.8835808
Intermountain Medical Center,452,40.65968994,-111.8908364
Banner Desert Medical Center,489,33.38947716,-111.8775675
Banner - University Medical Center Phoenix Campus,640,33.46442144,-112.0573817
Salt Lake Regional Medical Center,132,40.76789122,-111.8614233
Spring Mountain Treatment Center,82,36.12632063,-115.2461125
Veterans Administration Medical Center,121,40.75744051,-111.8405645
Alta View Hospital,71,40.57590515,-111.8539614
Valley Hospital Medical Center,365,36.16321616,-115.1663933
Community Memorial Hospital,25,42.84698186,-92.10922935
University Of Utah Hospital,526,40.77127309,-111.836113
Mercy Medical Center,454,41.97825647,-91.65582856
St. Marks Hospital,317,40.68595827,-111.8571409
Mercy Hospital,234,41.66387148,-91.52790136
University Of Iowa Hospital & Clinics,1103,41.66081569,-91.54754742
Anamosa Community Hospital,38,42.11292384,-91.28803141
Fillmore Community Medical Center,19,38.95477745,-112.340277
Palmer Lutheran Health Center,25,42.96828805,-91.81011488
Mercy Hospital Of Franciscan Sisters,25,42.67544765,-91.9021483
Franciscan St Anthony Health - Crown Point,183,41.39562034,-87.366975
Phoenix Children'S Hospital At Dignity Health'S Mercy Gilbert,22,33.28713082,-111.7520389
Cordova Community Medical Center,23,60.54125477,-145.7506491
Virginia Gay Hospital,25,42.17342058,-92.01254039
Sartori Memorial Hospital,101,42.53353888,-92.45793731
Aultman Hospital,820,40.79731915,-81.40306222
Mitchell County Memorial Hospital,25,43.28952812,-92.80844062
Monroe County Hospital,25,41.04347645,-92.79658688
Mercy Medical Center-Centerville,45,40.75562353,-92.85690046
Unitypoint Health Marshalltown,125,42.04840464,-92.90683107
Eureka Community Health Services,6,45.77217227,-99.62301925
Mobridge Regional Hospital And Clinic,25,45.54621696,-100.4489605
Avera Gregory Healthcare Center,25,43.22955463,-99.43584864
Maricopa Medical Center,500,33.4578471,-112.026413
"Mountain Vista Medical Center, Lp",172,33.39149707,-111.6111633
Lawrence & Memorial Hospital,252,41.33645178,-72.10497646
William W Backus Hospital,213,41.54277356,-72.08931881
Abrazo West Campus,188,33.46182197,-112.353167
Yale-New Haven Hospital Saint Raphael Campus,511,41.30999936,-72.94248292
Waterbury Hospital,357,41.55975885,-73.0587052
Saint Marys Hospital,168,41.55320586,-73.03671049
St Francis Hospital & Medical Center,617,41.77381387,-72.69868009
Bridgeport Hospital,383,41.18937738,-73.16659472
St Vincent'S Medical Center,473,41.20104518,-73.20170224
Danbury Hospital,371,41.4050509,-73.44619486
Sanford Hospital Webster,25,45.33977277,-97.52195455
Lake City Medical Center,67,30.183729,-82.68774475
Oro Valley Hospital,144,32.42902276,-110.9487702
Payson Regional,44,34.23007678,-111.3206511
West Holt Memorial Hospital,18,42.52888832,-98.98266201
Van Diest Medical Center,25,42.45906726,-93.82349699
Madison County Healthcare System,25,41.32799702,-94.01690601
Excela Health Latrobe Hospital,188,40.32114394,-79.39466011
Excela Health Westmoreland Hospital,364,40.3007952,-79.55451329
Warren General Hospital,89,41.843328,-79.15461
Canonsburg General Hospital,104,40.24597,-80.190674
Monongahela Valley Hospital,210,40.182206,-79.911216
Robert Packer Hospital,238,41.98023,-76.520727
New Ulm Medical Center,62,44.3133363,-94.47676273
St Joseph'S Hospital Health Center,431,43.05593308,-76.15006167
Aria Health Bucks County,112,40.183052,-74.867443
Grand View Hospital,202,40.362922,-75.32604
Lower Bucks Hospital,186,40.10509156,-74.86726354
Webster County Community Hospital,16,40.09153426,-98.52805473
Fremont Area Medical Center,81,41.45241648,-96.49176522
Oss Orthopaedic Specialty Hospital,30,39.91692241,-76.69554465
St Francis Memorial Hospital,25,41.84345168,-96.70606004
Midwest Surgical Hospital Llc,19,41.25767,-96.03755209
Select Specialty Hospital - Omaha (Central Campus),52,41.24084598,-96.03020737
York Hospital,572,39.945698,-76.718501
Annie Jeffrey Memorial County Health Center,16,41.16972205,-97.549172
Community Hospital,25,40.20542279,-100.6083507
Columbus Community Hospital,51,41.45517805,-97.38490108
New Lifecare Hospitals Of Pittsburgh - Suburban,32,40.49519826,-80.0604064
Upmc Mercy,495,40.436099,-79.985114
Ohio Valley General Hospital,138,40.47260393,-80.09114063
Upmc Presbyterian,1592,40.44278362,-79.96070677
Upmc St Margaret,249,40.48941831,-79.89607073
Childrens Hospital Of Pittsburgh,296,40.46652874,-79.95299037
Forbes Hospital,350,40.428443,-79.747652
Butler County Health Care Center,20,41.24669451,-97.12253031
Oakland Mercy Hospital,18,41.83485355,-96.45918371
Chadron Community Hospital And Health Services,25,42.82292616,-103.0144539
St. Mary'S Medical Center,146,39.02606715,-94.26385752
Gothenburg Memorial Hospital,12,40.93891988,-100.1532298
Allegheny General Hospital,648,40.457063,-80.003402
Upmc Mckeesport,212,40.35179621,-79.84985374
Jefferson Regional Medical Center,373,40.31744559,-79.93364977
Gettysburg Hospital,76,39.824378,-77.234391
Sanford Luverne Medical Center,28,43.67200224,-96.21058073
Cozad Community Hospital,21,40.8636084,-99.98249879
Lexington Regional Health Center,25,40.78589682,-99.75883201
Lock Haven Hospital,47,41.13159873,-77.47021159
Bucktail Medical Center,64,41.327863,-77.736493
St Luke'S Miners Memorial Hospital,45,40.82138815,-75.91403021
Schuylkill Medical Center South Jackson Street,180,40.68379499,-76.18827005
Ogallala Community Hospital,18,41.15124201,-101.7187189
Kimball Health Services,12,41.23255777,-103.6668485
Antelope Memorial Hospital,25,42.13474596,-98.03064397
Hospital Of Fox Chase Cancer Center,100,40.07077618,-75.09071628
Aria Health Torresdale,258,40.07172207,-74.98310895
Aria Health Frankford,115,40.01954314,-75.081875
Hahnemann University Hospital,496,39.95753699,-75.1630302
Memorial Community Hospital,25,41.55058601,-96.14634402
St Christophers Hospital For Children,189,40.00656984,-75.12437673
Osmond General Hospital,25,42.36030275,-97.59582364
Van Wert County Hospital,109,40.8506429,-84.57876068
Atrium Medical Center,328,39.4983405,-84.31425139
Marietta Memorial Hospital,215,39.43170107,-81.46416393
Main Line Paoli Hospital,231,40.044189,-75.501087
Saunders Medical Center,16,41.19327578,-96.63558327
Regional West Medical Center,166,41.88667985,-103.6647413
Conemaugh Meyersdale Medical Center,20,39.809105,-79.025096
Geisinger Wyoming Valley Medical Center,243,41.257365,-75.80899
Wilkes-Barre Veterans Affairs Medical Center,161,41.24810428,-75.83596931
St Lukes University Hospital - Bethlehem,480,40.609357,-75.393363
Lehigh Valley Hospital,797,40.56644,-75.522881
"Good Samaritan Hospital, The",172,40.336479,-76.416234
Ellwood City Hospital,62,40.86997,-80.275656
Lancaster General Hospital,640,40.04729338,-76.30407927
Ephrata Community Hospital,130,40.187234,-76.182197
Main Line Health Lankenau Medical Center,331,39.988434,-75.260865
Lansdale Hospital,135,40.2503,-75.271421
Mid-Valley Hospital,25,41.480823,-75.596063
J C Blair Memorial Hospital,100,40.494199,-78.01213
Covington County Hospital,35,31.63722205,-89.55474347
Geisinger -Lewistown Hospital,123,40.617723,-77.568018
Upmc Horizon,171,41.411655,-80.372017
Sharon Regional Health System,251,41.232661,-80.496213
Grove City Medical Center,89,41.170999,-80.085172
Kane Community Hospital,31,41.671771,-78.81707
Central Maine Medical Center,250,44.10173674,-70.21451847
Saint Marys Regional Medical Center,233,44.10175387,-70.19978121
Pocono Medical Center,235,40.992799,-75.174535
Witham Health Services,52,40.07747345,-86.4729904
Washington Health Greene,77,39.900621,-80.173196
Abrazo Arizona Heart Hospital,59,33.48086723,-112.0396677
Crozer-Chester Medical Center,424,39.856498,-75.367645
Kindred Hospital Philadelphia - Havertown,57,39.97502538,-75.33442904
Upmc Hamot,412,42.135112,-80.08536294
Saint Vincent Hospital,428,42.111371,-80.079539
Erie Veterans Affairs Medical Center,78,42.102202,-80.063293
South Shore Hospital,370,42.176,-70.9541
Greenbaum Surgical Specialty Hospital,-999,33.49019104,-111.9255516
"Tempe St Luke'S Hospital, A Campus Of St Luke'S Medical Center",-999,33.41259686,-111.9406125
Southcoast Hospitals Group - Charlton Memorial Hospital,328,41.7094,-71.146
North Adams Regional Hospital,36,42.7071,-73.1095
Anna Jaques Hospital,111,42.8144,-70.8911
Lawrence General Hospital,189,42.71,-71.1501
Excela Health Westmoreland Hosp Jeanette,-999,40.31957095,-79.6107731
Springfield Hospital,-999,39.92205017,-75.35005619
Mayo Clinic Hospital Rochester St Mary'S Campus,1265,44.02055915,-92.48272029
Methodist Hospital-Er,-999,39.92113587,-75.16930237
Chandler Regional Medical Center,338,33.29739077,-111.8746119
Lehigh Valley Hospital-17Th St,-999,40.60213885,-75.49446471
Temple University-Episcopal Hosp-Er,21,39.98985686,-75.12912404
Endless Mountains Health Systems,25,41.8375429,-75.83676903
St Luke'S Hospital Anderson Campus,108,40.64914776,-75.28782091
Select Specialty Hospital-Evansville,60,37.9679888,-87.56729117
Terre Haute Regional Hospital,278,39.41939616,-87.40904674
Union Hospital Inc,211,39.48586458,-87.40697561
North Georgia Medical Center,-999,34.67856195,-84.49337651
Au Medical Center,632,33.47087633,-81.98970572
Bethesda North,524,39.25197995,-84.34178469
The Heart Hospital At Deaconess Gateway Llc,24,37.97488317,-87.44510778
Us Air Force Hospital-Glendale - Closed,-999,33.53768748,-112.3623325
Us Army Hospital-Ft Huachuca,-999,31.5568419,-110.3526663
Mid Coast Hospital,92,43.90629637,-69.89018159
Maine Medical Center,637,43.65260994,-70.27580216
Noxubee General Critical Access Hospital,25,33.1222328,-88.55860538
Midtown Medical Center,413,32.48085872,-84.98117702
Medina Hospital,171,41.13845088,-81.83829293
Phoenix Indian Medical Center,-999,33.49715564,-112.0488583
Orchard Hospital,45,39.36752632,-121.6896546
Marion General Hospital,49,31.25599595,-89.8055791
Tuba City Regional Health Care,-999,36.13585509,-111.2367919
Chinle Comprehensive Health Care Facility,-999,36.15760286,-109.6081006
St Vincent Dunn Hospital Inc,25,38.85287258,-86.49395817
Sells Hospital,-999,31.91850571,-111.8904886
San Carlos Hospital,-999,33.35380069,-110.454356
Saint Joseph Regional Medical Center,294,41.70717738,-86.17446958
Rapid City Regional Hospital,417,44.0577486,-103.2252503
Canyon Vista Medical Center,100,31.5524178,-110.2297796
Louis Smith Memorial Hospital,25,31.04223522,-83.08605202
Medical Center Of Central Georgia,637,32.83325388,-83.63550532
Wellstar North Fulton Hospital,-999,34.06332132,-84.31997247
St Mary'S Good Samaritan Hospital,25,33.57248429,-83.1728378
Riverview Hospital,162,40.04581762,-86.02352185
Avera Saint Lukes Hospital,109,45.46151003,-98.47851235
St Mary'S Good Samaritan Hospital,49,33.48143224,-83.24222511
"Ty Cobb Regional Medical Center, Llc",56,34.43972191,-83.13239384
St Elizabeths Medical Center,25,44.38778872,-92.04738659
Avera St Mary'S Hospital,50,44.35980422,-100.3426267
Madison Community Hospital,25,44.01454423,-97.11042813
Sanford Aberdeen Medical Center,48,45.46302526,-98.44608444
Tufts Medical Center,415,42.3499,-71.064
Wellstar Paulding Hospital,83,33.9007283,-84.78072591
Boston Medical Center - East Newton Campus,214,42.337,-71.0706
Winona Health Services,99,44.03345769,-91.62296063
Brigham And Women'S Hospital,763,42.3359,-71.1068
Avera Sacred Heart Hospital,99,42.87325455,-97.40819102
Avera Queen Of Peace Hospital,67,43.71434228,-98.0080208
Athol Memorial Hospital,25,42.5855,-72.2089
Umass Memorial Medical Center - University Campus,431,42.2778,-71.7617
Sanford University Of South Dakota Medical Center,545,43.53551618,-96.74210587
Prairie Lakes Hospital,81,44.91097461,-97.12123734
Emerson Hospital,150,42.4517,-71.3758
Metrowest Medical Center - Leonard Morse Campus,160,42.28,-71.3356
Winchester Hospital,189,42.466,-71.1228
Lahey Clinic Medical Center,335,42.4883,-71.1989
St Vincent Hospital,-999,39.90898745,-86.19573222
Tippah County Hospital,25,34.73938981,-88.95024734
Community Hospital,254,39.91925223,-83.76849824
Henrico Doctors' Hospital,340,37.60437942,-77.53988567
Baystate Franklin Medical Center,89,42.5957,-72.5923
Mercy Medical Center - Springfield Campus,229,42.11513795,-72.5933057
Lewisgale Hospital Montgomery,146,37.18720637,-80.4110117
Bay State Wing Memorial Hospital And Medical Centers,74,42.1696,-72.3418
St Elizabeth Youngstown Hospital,626,41.114015,-80.65731455
Aultman Orrville Hospital,34,40.83218235,-81.76368268
Wooster Community Hospital,150,40.82088747,-81.93216147
Stone County Hospital,25,30.84486814,-89.11577106
Abbott Northwestern Hospital,952,44.95411431,-93.26135701
Fairview Southdale Hospital,390,44.88604042,-93.32690142
Gillette Childrens Spec Hosp,60,44.95673249,-93.09654944
North Memorial Medical Center,518,45.01369286,-93.32277691
Prairie Ridge Hosp Hlth Serv,20,45.99430867,-95.9639933
St Josephs Hospital,401,44.94855495,-93.0999002
University Of Mn Med Ctr,825,44.96773393,-93.23807517
Mayo Regional Hospital,25,45.18767061,-69.23799293
Maple Grove Hospital,130,45.1328892,-93.48121267
Phillips Eye Institute,20,44.95948943,-93.26424091
Lake Region Healthcare Corp,108,46.27712379,-96.07336629
Mercy Hospital,25,46.44149839,-92.77346876
Ortonville Area Health Service,25,45.31536792,-96.44581588
Perham Health,25,46.58676008,-95.58379128
Lincoln Hospital,362,40.81717305,-73.92437665
Lake View Memorial Hospital,25,47.03009767,-91.66634133
Rainy Lake Medical Center,49,48.59480202,-93.43177034
Penobscot Valley Hospital,25,45.34792858,-68.51733351
Johnson Memorial Hosp & Home,20,44.93134595,-96.0666709
Sanford Medical Center Wheaton,25,45.80907486,-96.50129101
Sanford Med Ctr Thief Rvr Fall,35,48.11621952,-96.18015838
Riverview Hospital & Nsg Home,49,47.772971,-96.61795594
Fairview Lakes Medical Center,61,45.32172052,-93.00046754
Firstlight Health System,49,45.87477744,-93.29120901
Essentia Health St Marys Med,380,46.79368534,-92.09588706
Kittson Memorial Hospital,15,48.7671194,-96.94021137
Lifecare Medical Center,25,48.83923614,-95.76040562
Rice Memorial Hospital,136,45.12013819,-95.04609182
St Francis Regional Med Center,93,44.771263,-93.50289728
St Lukes Hospital,267,46.79710125,-92.08739077
University Medical Ctr Mesabi,175,47.40883706,-92.92989836
St Luke'S Quakertown Hospital,62,40.43813714,-75.34859493
Mercy Hospital,271,45.18321509,-93.36964562
Meeker Mem Hosp,35,45.11965271,-94.52922828
Riverwood Healthcare Center,25,46.52971167,-93.69844552
St Joseph'S Hospital & Health Center,25,46.88643897,-102.7858878
Franklin Woods Community Hospital,80,36.33630383,-82.40206447
Hutchinson Area Health Care,66,44.87580026,-94.37351679
Ridgeview Medical Center,109,44.84316552,-93.79237948
Tennova Healthcare - Harton,135,35.38210292,-86.23125982
Cuyuna Regional Medical Center,50,46.48174273,-93.94587844
Essentia Health St Josephs Med,162,46.36191726,-94.20588887
Fairview Northland Reg Hosp,54,45.5585204,-93.5900222
St Cloud Hospital,485,45.57466059,-94.16909113
